target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
855,855.0,330.59623744329417,130.6,9251.0,1790316025.1444,1790316037.0725,0.819,1335.0,24,-420
960,960.0,348.268733870443,133.22,9251.0,1790316048.9053,1790316060.2243,0.819,1335.0,23,-420
1065,1065.0,364.9167688394286,138.52,9251.0,1790316072.2398,1790316083.0623,0.819,1335.0,21,-420
1170,1170.0,378.67939265443374,138.03,9251.0,1790316094.9392,1790316105.3858,0.819,1335.0,21,-420
1275,1275.0,389.5360298170729,145.27,9251.0,1790316117.6306,1790316127.7448,0.819,1335.0,21,-420
1380,1380.0,398.616262157498,145.58,9251.0,1790316139.7586,1790316149.6429,0.819,1335.0,19,-420
1485,1485.0,406.54045335749777,148.17,8782.1,1790316162.0181,1790316171.7355,0.819,1410.0,20,-420
1590,1590.0,413.8466633951338,156.07,9251.0,1790316183.7142,1790316193.2492,0.85,1515.0,20,-420
1695,1695.0,420.4642272865511,167.43,9251.0,1790316205.2743,1790316214.6445,0.894,1605.0,18,-420
1800,1800.0,426.62291436579267,185.98,9251.0,1790316226.8058,1790316236.0652,0.95,1695.0,18,-420
1905,1905.0,429.59502895368564,207.53,8754.5,1790316248.0283,1790316257.2127,1.0314999999999999,1800.0,18,-420
2010,1939.7,431.58175761663495,235.08,9251.0,1790316269.4839,1790316278.6154,1.069,1830.0,18,-420
2115,1939.7,431.06688590648673,232.29,9251.0,1790316290.576,1790316299.7218,1.069,1830.0,18,-420
