timestamp_iso,elapsed_seconds,sm_clock_mhz,memory_clock_mhz,power_draw_w,temperature_c,gpu_utilization_pct,memory_utilization_pct,fan_speed_pct,memory_used_mb,throttle_bitmask,throttle_reasons
2026-08-19T16:19:45.6586341-07:00,0.5,1747,7001,21.00,41,8,4,0,1381,0x0000000000000001,GpuIdle
2026-08-19T16:19:46.7332988-07:00,1.6,1890,7001,21.22,41,9,4,0,1381,0x0000000000000001,GpuIdle
2026-08-19T16:19:47.7761344-07:00,2.6,1702,7001,19.47,40,7,3,0,1380,0x0000000000000001,GpuIdle
2026-08-19T16:19:48.8222960-07:00,3.6,1537,7001,18.49,40,12,4,0,1384,0x0000000000000001,GpuIdle
2026-08-19T16:19:49.8746342-07:00,4.7,1597,7001,18.65,40,6,3,0,1384,0x0000000000000001,GpuIdle
2026-08-19T16:19:50.9379297-07:00,5.8,1537,7001,18.45,40,7,3,0,1384,0x0000000000000001,GpuIdle
2026-08-19T16:19:51.9828960-07:00,6.8,1567,7001,18.75,40,7,3,0,1385,0x0000000000000001,GpuIdle
2026-08-19T16:19:53.0275890-07:00,7.8,1522,7001,18.33,40,6,3,0,1385,0x0000000000000001,GpuIdle
2026-08-19T16:19:54.0782668-07:00,8.9,1492,7001,18.14,40,6,3,0,1385,0x0000000000000001,GpuIdle
2026-08-19T16:19:55.1226854-07:00,9.9,1522,7001,18.28,40,6,3,0,1385,0x0000000000000001,GpuIdle
2026-08-19T16:19:56.1706317-07:00,11,1500,7001,18.35,40,5,3,0,1386,0x0000000000000001,GpuIdle
2026-08-19T16:19:57.2152897-07:00,12,1425,7001,17.77,40,6,3,0,1385,0x0000000000000001,GpuIdle
2026-08-19T16:19:58.2618956-07:00,13.1,1492,7001,18.15,40,7,4,0,1386,0x0000000000000001,GpuIdle
2026-08-19T16:19:59.3105555-07:00,14.1,1590,7001,18.87,40,6,3,0,1386,0x0000000000000001,GpuIdle
2026-08-19T16:20:00.3600448-07:00,15.2,1537,7001,18.21,40,5,3,0,1385,0x0000000000000001,GpuIdle
2026-08-19T16:20:01.4117394-07:00,16.2,1372,7001,17.81,40,5,3,0,1384,0x0000000000000001,GpuIdle
2026-08-19T16:20:02.4619207-07:00,17.3,1387,7001,17.81,40,5,3,0,1379,0x0000000000000001,GpuIdle
2026-08-19T16:20:03.5080074-07:00,18.3,1605,7001,17.69,40,13,23,0,1384,0x0000000000000001,GpuIdle
2026-08-19T16:20:04.5597765-07:00,19.4,1507,7001,17.99,40,5,3,0,1384,0x0000000000000001,GpuIdle
2026-08-19T16:20:05.6067069-07:00,20.4,1357,7001,17.46,40,5,3,0,1384,0x0000000000000001,GpuIdle
