"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"855","855","855","855","9251","9251","9251","True","0","none","134.71","70.14","141.18","52.1","53","100","99.75","True","1790291730.9639","1790291740.3033","13.06","9.1866","9.3392","0.1526","535431838328.4938","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"960","960","960","960","9251","9251","9251","True","0","none","128.29","16.21","141.98","53.8","55","94.6","100.55","True","1790291751.9423","1790291761.2734","12.999","9.1777","9.3299","0.1522","535953649968.24646","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1065","1065","1065","1065","9251","9251","9251","True","0","none","130.7","18.72","143.67","55.7","57","96.2","102.27","True","1790291772.9783","1790291782.3176","13.032","9.1791","9.3374","0.1584","535870615549.83875","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1170","1170","1170","1170","8754.5","810","9251","True","0","none","130.04","15.78","144.76","57.2","58","94.2","102.12","True","1790291794.0756","1790291803.429","13.032","9.1711","9.3512","0.18","536336527116.94305","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1275","1275","1275","1275","8754.5","810","9251","True","0","none","129.38","18.16","144.7","54.4","55","88.7","101.9","True","1790291815.2931","1790291824.6238","13.073","9.1717","9.3264","0.1547","536303200804.8699","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1380","1380","1380","1380","9251","9251","9251","True","0","none","133.2","32.95","143.84","53.1","55","96.8","104.52","True","1790291836.3656","1790291845.7057","12.988","9.1712","9.3386","0.1673","536329222926.1525","byte/s","True","18","24","0x0000000000000001;0x0000000000000000"
"1485","1485","1485","1485","9251","9251","9251","True","0","none","134.8","36.12","145.96","55.4","57","96.2","106.26","True","1790291857.3364","1790291866.6441","13.043","9.1651","9.3124","0.1474","536690583083.513","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1590","1590","1590","1590","9265.7","9251","9501","True","0","none","139.28","19.87","155.17","57.6","59","94.2","110.16","True","1790291878.5217","1790291887.8268","12.987","9.1542","9.3066","0.1524","537325672841.2399","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1695","1695","1695","1695","8782.1","810","9251","True","0","none","146.43","23.43","162.24","55.6","57","94.5","115.45","True","1790291899.6045","1790291908.9025","12.986","9.1377","9.2975","0.1598","538298072609.9076","byte/s","True","18","24","0x0000000000000001;0x0000000000000000"
"1800","1800","1800","1800","8754.5","810","9251","True","0","none","157.71","24.87","174.46","54.8","56","94.1","125.14","True","1790291920.561","1790291929.8645","12.978","9.1366","9.3031","0.1666","538364937482.8858","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1905","1905","1905","1905","8754.5","810","9251","True","0","none","176.62","29.14","198.07","56.9","59","94.2","140.16","True","1790291941.5394","1790291950.8288","12.986","9.1276","9.2955","0.168","538895843960.2601","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"2010","1947.4","1935","1950","8754.5","810","9251","False","-62.6","below","186.98","33.33","210.08","57.4","59","94.1","149.62","True","1790291962.6337","1790291971.9399","13.004","9.1314","9.3065","0.1751","538666321193.66437","byte/s","True","17","24","0x0000000000000600;0x0000000000000400"
"2115","1948.2","1935","1950","8754.5","810","9251","False","-166.8","below","188.59","33.51","210.34","56.5","59","88.8","150.31","True","1790291983.7276","1790291993.018","12.99","9.1228","9.2981","0.1754","539178767204.168","byte/s","True","17","24","0x0000000000000600;0x0000000000000400"
