"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"885","885","885","885","8648.1","810","9251","True","0","none","179.75","20.85","206.47","46.4","48","90.2","151.69","True","9.148","7.025","7.1346","0.1096","550248077067.2642","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"990","990","990","990","9268.9","9251","9501","True","0","none","182.56","22.7","207.34","48.9","51","93.8","154.03","True","9.111","7.0253","7.1327","0.1075","550224031551.7063","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"1095","1095","1095","1095","9251","9251","9251","True","0","none","190.23","66.29","207.45","51.4","53","94.9","150.41","True","9.1","7.0231","7.1266","0.1035","550391814379.0421","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"1215","1215","1215","1215","8648.1","810","9251","True","0","none","182.36","22.52","209.65","52.6","54","91.6","154.16","True","9.211","7.0241","7.1305","0.1064","550315776088.1776","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"1320","1320","1320","1320","9251","9251","9251","True","0","none","194.9","80.61","209.75","50.8","51","98.3","154.55","True","9.109","7.0219","7.1336","0.1116","550484257717.9095","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"1425","1425","1425","1425","9251","9251","9251","True","0","none","190.34","51.47","210.57","48.5","49","97","151.35","True","9.233","7.0232","7.1303","0.1071","550388350512.9359","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"1545","1545","1545","1545","9251","9251","9251","True","0","none","196.24","88.03","210.6","48.2","50","100","155.76","True","9.215","7.0207","7.1243","0.1036","550578676967.3842","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"1650","1650","1650","1650","8648.1","810","9251","True","0","none","182.91","25.29","216.7","50.2","52","91.4","155.09","True","9.203","7.0201","7.1379","0.1178","550631279445.1992","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"1755","1755","1755","1755","9251","9251","9251","True","0","none","198.19","27.8","226.6","53.3","55","92.9","168.08","True","9.169","7.0167","7.1215","0.1048","550895745973.6025","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"1860","1860","1860","1860","8648.1","810","9251","True","0","none","204.65","31.23","237.85","51.9","53","87.6","174.03","True","9.196","7.0163","7.1243","0.1079","550923941103.4352","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"1965","1965","1965","1965","9251","9251","9251","True","0","none","228.54","38.31","257.1","51.9","54","95.6","194.15","True","9.15","7.016","7.1383","0.1223","550950207333.7571","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2085","2022.9","2010","2025","8648.1","810","9251","False","-62.1","below","238.56","35.81","276.19","52.4","55","90.5","202.85","True","9.14","7.0151","7.1268","0.1117","551022148008.8783","byte/s","True","14","17","0x0000000000000000"
"2190","2023.9","2010","2025","8648.1","810","9251","False","-166.1","below","248.1","36.28","275.9","52.4","54","91.7","210.7","True","9.147","7.0139","7.1151","0.1012","551118071947.1776","byte/s","True","14","17","0x0000000000000000"
