"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","16301","16301","16301","True","-0.8","none","53.64","47.25","54.65","42.9","43","97.8","49.05","True","21.967","18.9866","19.2813","0.2947","6949178966560.606","FLOP/s","True","35","40","0x0000000000000001;0x0000000000000000"
"1395","1388","1387","1395","16301","16301","16301","True","-7","none","57.23","29.39","59.48","43.3","44","96.9","52.5","True","19.778","16.5636","16.8718","0.3082","7965744553425.638","FLOP/s","True","31","36","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","63.83","38.12","65.72","44.2","45","99","57.72","True","17.585","14.8328","15.0715","0.2387","8895233543026.97","FLOP/s","True","28","32","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","71.92","37.74","74.77","46","47","99","64.24","True","15.919","13.2356","13.4723","0.2368","9968710060605.482","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","85.84","45.89","89.45","48.2","49","99","75.87","True","14.844","12.0694","12.3178","0.2484","10931901192628.312","FLOP/s","True","22","27","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","101.31","61.48","105.14","51.1","52","98.1","88.52","True","13.729","11.034","11.1727","0.1388","11957757509805.533","FLOP/s","True","20","25","0x0000000000000001;0x0000000000000000"
"2167","2149.5","2145","2160","16301","16301","16301","True","-17.5","none","109.06","43.53","114.76","52.5","54","98.2","94.41","True","13.188","10.4573","10.6031","0.1458","12617162858214.492","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","122.18","75.64","127.64","55.2","56","99","104.08","True","12.081","9.4677","9.6228","0.155","13935882009545.385","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000000"
"2475","2459","2452","2460","16301","16301","16301","True","-16","none","138.84","66.52","148.21","58.1","60","98.8","117.34","True","11.544","8.9504","9.1127","0.1623","14741382840945.633","FLOP/s","True","16","21","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2625","2600.1","2587","2602","16301","16301","16301","True","-24.9","none","147.74","61.78","159.18","60.1","62","99","123.56","True","11.012","8.4898","8.634","0.1442","15541225808486.885","FLOP/s","True","15","20","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2782","2729.5","2722","2730","16301","16301","16301","False","-52.5","below","155.33","52.55","165.48","61.3","63","99","128.87","True","10.994","8.1484","8.2949","0.1465","16192243132742.344","FLOP/s","True","15","20","0x0000000000000001;0x0000000000000000"
"2932","2842.6","2827","2850","16301","16301","16301","False","-89.4","below","166.25","114.51","174.38","61.6","64","94.9","136.7","True","10.468","7.8523","7.9864","0.1341","16802813609039.133","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"3090","2876.6","2872","2880","16301","16301","16301","False","-213.4","below","169.47","123.84","176.14","62.4","64","96.6","139.16","True","10.436","7.8055","7.9304","0.1249","16903637554524.072","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000000"
