"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1402","1400.3","1395","1402","16301","16301","16301","True","-1.7","none","51.05","15.47","54.31","42.5","43","96.1","46.09","True","16.537","13.6214","13.8572","0.2358","283778531542.4032","byte/s","True","25","30","0x0000000000000001;0x0000000000000000"
"1477","1475.3","1470","1477","16301","16301","16301","True","-1.7","none","52.76","30.34","54.68","43.6","44","97.1","47.7","True","16.459","13.6296","13.8581","0.2285","283608011959.8847","byte/s","True","25","30","0x0000000000000001;0x0000000000000000"
"1560","1555","1552","1560","16301","16301","16301","True","-5","none","53.58","28.65","56.07","44.5","45","96.1","48.25","True","15.881","13.1434","13.379","0.2356","294098846039.5408","byte/s","True","24","29","0x0000000000000001;0x0000000000000000"
"1635","1627.3","1627","1635","16301","16301","16301","True","-7.7","none","54.64","31.45","56.68","45.5","46","98.1","48.92","True","15.43","13.0312","13.2638","0.2326","296631565526.9798","byte/s","True","24","28","0x0000000000000001;0x0000000000000000"
"1710","1702.7","1702","1710","16301","16301","16301","True","-7.3","none","54.8","32.72","57.09","46.2","47","95.3","49.18","True","15.924","12.978","13.2259","0.2478","297847269938.1781","byte/s","True","24","29","0x0000000000000001;0x0000000000000000"
"1792","1785","1785","1785","16301","16301","16301","True","-7","none","55.37","33.67","57.49","47","48","96.6","49.69","True","15.916","12.9886","13.2419","0.2534","297605961532.95996","byte/s","True","24","29","0x0000000000000001;0x0000000000000000"
"1867","1860","1860","1860","16301","16301","16301","True","-7","none","55.98","38.14","57.82","47.8","48","98.6","50.16","True","15.397","12.9923","13.2409","0.2485","297519465113.9105","byte/s","True","24","28","0x0000000000000001;0x0000000000000000"
"1942","1935","1935","1935","16301","16301","16301","True","-7","none","55.65","18.76","59.31","48.3","49","98.9","49.73","True","14.835","12.4401","12.6872","0.2471","310727841351.02875","byte/s","True","23","27","0x0000000000000001;0x0000000000000000"
"2025","2017","2017","2017","16301","16301","16301","True","-8","none","58.25","25.77","61.37","49.1","50","97.2","51.82","True","14.276","11.8306","12.0361","0.2056","326736101799.3751","byte/s","True","22","26","0x0000000000000001;0x0000000000000000"
"2100","2092","2092","2092","16301","16301","16301","True","-8","none","61.95","35.57","64.47","50","50","99","54.91","True","13.689","11.3031","11.4753","0.1723","341984191053.33844","byte/s","True","20","25","0x0000000000000001;0x0000000000000000"
