"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1402","1400.3","1395","1402","16301","16301","16301","True","-1.7","none","51.43","15.24","54.78","42.1","43","97.5","37.83","True","22.444","13.2475","13.4872","0.2396","291787964077.2072","byte/s","True","25","41","0x0000000000000000"
"1477","1470","1470","1470","16301","16301","16301","True","-7","none","52.82","15.75","56.2","43.2","44","97.8","48.74","True","15.306","12.6482","12.8865","0.2383","305614333121.7385","byte/s","True","24","28","0x0000000000000000"
"1560","1552","1552","1552","15896.7","7001","16301","True","-8","none","54.08","15.32","58.25","44.1","45","93.7","49.59","True","14.216","11.9674","12.1587","0.1913","322999801201.7717","byte/s","True","23","26","0x0000000000000000"
"1635","1627","1627","1627","15858.1","7001","16301","True","-8","none","56.43","15.55","61.66","45.2","46","91.1","51.66","True","13.699","11.2964","11.4893","0.1929","342185741268.7412","byte/s","True","21","25","0x0000000000000000"
"1710","1702","1702","1702","15836","7001","16301","True","-8","none","60.6","16.4","65.09","46.4","47","94.4","55.19","True","13.144","10.7338","10.9187","0.1849","360122277830.27203","byte/s","True","20","24","0x0000000000000000"
"1792","1785","1785","1785","16301","16301","16301","True","-7","none","62.5","17.37","67.66","47.5","48","94.6","56.76","True","12.654","10.3652","10.5543","0.1891","372928430123.73047","byte/s","True","19","23","0x0000000000000000"
"1867","1860","1860","1860","15811.5","7001","16301","True","-7","none","64.73","18.25","71.24","48.4","49","90.2","58.94","True","12.619","10.0211","10.2245","0.2034","385732647728.8609","byte/s","True","19","23","0x0000000000000000"
"1942","1935","1935","1935","16301","16301","16301","True","-7","none","68.48","24.97","73.6","49.6","50","96.9","62.03","True","12.056","9.8229","9.9909","0.168","393515692238.4685","byte/s","True","18","22","0x0000000000000000"
"2025","2017","2017","2017","16301","16301","16301","True","-8","none","70.08","20.96","76.2","50.7","51","96.1","63.56","True","12.045","9.6667","9.814","0.1472","399873231968.52374","byte/s","True","18","22","0x0000000000000000"
"2100","2085.4","2085","2092","16301","16301","16301","True","-14.6","none","70.6","20.68","76.84","51.6","52","93.8","63.95","True","12.098","9.6544","9.8089","0.1545","400382311454.3677","byte/s","True","18","22","0x0000000000000000"
