"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1234.8","1230","1237","16301","16301","16301","True","-2.2","none","60.2","12.42","65.68","42.4","43","95.4","53.65","True","11.9","10.0452","10.2264","0.1811","310585994323.54144","byte/s","True","19","22","0x0000000000000001;0x0000000000000000"
"1395","1387.9","1387","1395","16301","16301","16301","True","-7.1","none","62.57","12.33","68.9","42.4","43","93.5","55.64","True","11.335","9.1751","9.2985","0.1234","340040366612.80457","byte/s","True","17","21","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","65.23","15.88","71.7","42.6","43","96.4","57.6","True","10.785","8.5807","8.7163","0.1356","363597097536.7038","byte/s","True","16","20","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"1702","1695","1695","1695","15268.3","810","16301","True","-7","none","68.6","14.06","78.27","43.2","44","92.7","60.48","True","10.199","8.0614","8.1863","0.1248","387015698929.658","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","76.11","15.43","88.8","44","45","93.1","66.03","True","9.755","7.7608","7.8657","0.1048","402006232854.72","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15109.4","810","16301","True","-8","none","84.26","8.68","98.05","44.8","46","88.2","71.5","True","9.139","6.888","6.9886","0.1007","452949353987.7697","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2167","2137","2137","2137","16301","16301","16301","True","-30","none","85.86","18.3","97.48","45.5","46","93.2","72.63","True","9.163","6.9889","7.0895","0.1005","446406314823.3658","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2317","2257.1","2250","2265","16301","16301","16301","False","-59.9","below","84.89","8.53","98.13","45.5","47","92.3","72.51","True","9.154","6.987","7.0845","0.0975","446529643426.5691","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2475","2426.2","2422","2437","16301","16301","16301","False","-48.8","below","88.44","24.36","99.24","46","47","100","74.39","True","9.173","6.993","7.0831","0.0901","446146259548.87897","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2625","2549.8","2542","2587","16301","16301","16301","False","-75.2","below","87.79","12.84","99.48","46.1","47","96.5","74.29","True","9.152","6.9941","7.0802","0.0861","446077029395.13354","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2761.2","2760","2775","15109.4","810","16301","True","-20.8","none","87.47","8.78","101.38","46.1","47","92.3","74.46","True","9.147","6.9987","7.1052","0.1066","445784188885.6587","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","96.82","31.75","108.51","47.5","48","100","81.49","True","9.197","6.9825","7.0974","0.115","446821199142.7156","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","3015.5","3015","3022","16301","16301","16301","False","-74.5","below","98.89","9.94","113.51","47.8","49","93.7","83.8","True","9.126","6.9805","7.0923","0.1118","446943905560.9452","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
