"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.6","1230","1237","16301","16301","16301","True","-1.4","none","51.05","20.76","54.12","43.7","44","95.5","46.23","True","12.914","10.7475","10.9332","0.1857","296999683516.69305","byte/s","True","20","24","0x0000000000000001;0x0000000000000000"
"1395","1392.9","1387","1395","16301","16301","16301","True","-2.1","none","52.75","20.1","56.31","44.5","45","94.9","47.55","True","12.343","9.9899","10.1298","0.1398","319522187001.9975","byte/s","True","19","23","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","15389.8","810","16301","True","-8","none","53.34","12.69","59.25","45.1","46","93.5","47.83","True","11.285","9.1417","9.2684","0.1267","349167373643.09955","byte/s","True","17","21","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16313.5","16301","16501","True","-7","none","59.07","14.19","65.14","46.3","47","93.5","52","True","10.294","8.4363","8.5583","0.122","378364052930.4859","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","64.67","26.25","69.69","47.5","48","96.9","57.15","True","10.257","8.0287","8.1739","0.1452","397572897176.5876","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15268.3","810","16301","True","-8","none","67.64","17.62","75.15","48.6","49","92.6","59.29","True","9.74","7.8085","7.9207","0.1123","408785680237.6219","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2167","2140.7","2137","2152","16301","16301","16301","True","-26.3","none","69.66","23.57","76.05","49.4","50","95.3","61.07","True","9.72","7.8012","7.904","0.1028","409169477741.3417","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2317","2275.5","2272","2302","15268.3","810","16301","False","-41.5","below","67.39","18.24","76.18","50.1","51","92.7","59.16","True","9.635","7.8136","7.9198","0.1062","408516127876.2891","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2475","2446.9","2445","2467","16301","16301","16301","True","-28.1","none","71.38","25.78","77.4","51.1","52","94.7","62.8","True","9.748","7.7814","7.8807","0.0994","410211221381.9042","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2625","2578.7","2572","2617","15681","7001","16301","False","-46.3","below","70.11","20.14","77.61","51.6","52","92.6","61.76","True","9.618","7.8062","7.9043","0.098","408903311071.5287","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","75.17","34.01","80.5","52.8","53","99","66.09","True","9.614","7.7708","7.8662","0.0954","410767814998.273","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","79.29","23.64","86.78","50.8","51","94.1","69.95","True","9.686","7.6581","7.7642","0.1061","416814321050.55066","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"3090","3015","3015","3015","15681","7001","16301","False","-75","below","80.66","24.31","89.56","49.7","50","92.6","71.27","True","9.677","7.6309","7.7296","0.0987","418300171206.8808","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
