"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","16301","16301","16301","True","-0.8","none","58.65","7.61","65.03","42.2","43","97.1","51.81","True","11.823","9.5279","9.6754","0.1474","201128902058.9818","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"1395","1391.2","1387","1395","16301","16301","16301","True","-3.8","none","60.79","11.16","67.34","41.8","42","98.6","52.62","True","10.775","8.8661","9.0076","0.1415","216143191620.5698","FLOP/s","True","17","20","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","15332.8","810","16301","True","-8","none","61.87","6.52","70.07","41.7","42","93.8","53.17","True","10.219","8.3528","8.4895","0.1367","229426545745.8709","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","67.98","8.05","76.13","42.5","43","96.3","58.25","True","9.696","7.8963","8.003","0.1066","242687422209.39154","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","15194.5","810","16301","True","-7","none","69.33","7.22","82.22","42.9","44","92.9","59.83","True","9.7","7.618","7.7103","0.0923","251554011807.10034","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","79.72","10.88","90.34","44","45","96.4","68.36","True","9.687","7.4316","7.5417","0.1101","257862534485.0281","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2167","2133","2130","2137","15194.5","810","16301","False","-34","below","76.68","8.43","90.88","44.2","45","92.9","64.98","True","9.148","7.3738","7.4661","0.0923","259884879591.46677","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2317","2258.6","2257","2272","16301","16301","16301","False","-58.4","below","81.78","13.2","91.77","44.5","45","97.4","68.8","True","9.165","7.3241","7.4272","0.1031","261648996824.5602","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2475","2432.6","2430","2460","16301","16301","16301","False","-42.4","below","81.55","9.26","94.02","44.8","46","94.1","69.14","True","9.132","7.2515","7.3496","0.0981","264270070720.5198","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2625","2563.7","2557","2595","15194.5","810","16301","False","-61.3","below","80.28","8.1","94.56","44.6","46","90.3","67.54","True","9.177","7.2169","7.3353","0.1184","265536024115.04028","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2782","2767.6","2767","2775","16301","16301","16301","True","-14.4","none","85.47","18.17","95.82","45.2","46","95.4","72.3","True","9.122","7.1473","7.2532","0.1059","268122033296.5324","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","89.09","10.9","101.79","46.1","47","95.7","75.72","True","9.136","7.0772","7.1844","0.1072","270777538872.1295","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","3015.5","3015","3022","15109.4","810","16301","False","-74.5","below","93.68","9.97","107.38","46.8","48","92.3","79.92","True","9.127","7.0456","7.1343","0.0888","271992649722.6946","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
