"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.4","1230","1237","13801","13801","13801","True","-1.6","none","56.57","12.48","61.43","42.7","43","96.2","49.92","True","11.985","9.905","10.0363","0.1313","193471354578.69833","FLOP/s","True","18","22","0x0000000000000400"
"1395","1392.8","1387","1395","13801","13801","13801","True","-2.2","none","57.69","9.45","63.4","41.8","42","98","50.35","True","11.265","9.3913","9.54","0.1486","204054467806.1531","FLOP/s","True","18","21","0x0000000000000400"
"1545","1537","1537","1537","13036.8","810","13801","True","-8","none","59.37","6.88","65.19","41.6","42","93.9","52.44","True","11.303","9.0267","9.1821","0.1555","212298257153.63593","FLOP/s","True","17","21","0x0000000000000400"
"1702","1695","1695","1695","13036.8","810","13801","True","-7","none","62.88","6.72","70.48","41.6","42","94.1","54.51","True","10.737","8.7292","8.8622","0.133","219531827809.90176","FLOP/s","True","17","20","0x0000000000000400"
"1852","1845","1845","1845","13801","13801","13801","True","-7","none","67.36","11.76","74.47","42.2","43","96.6","58.58","True","10.87","8.5661","8.7194","0.1533","223713081192.34894","FLOP/s","True","16","20","0x0000000000000400"
"2010","2002","2002","2002","12989.1","810","13801","True","-8","none","73.09","7.45","81.43","42.6","43","91.9","62.73","True","10.206","8.4376","8.5751","0.1375","227120352946.34787","FLOP/s","True","16","19","0x0000000000000400"
"2167","2152.5","2152","2160","13801","13801","13801","True","-14.5","none","75.02","9.51","83.06","43","44","96.7","64.4","True","10.191","8.3698","8.5005","0.1307","228958380006.29144","FLOP/s","True","16","19","0x0000000000000400"
"2317","2310","2310","2310","12989.1","810","13801","True","-7","none","78.3","8.21","88.5","43.6","44","91.5","67.44","True","10.218","8.2887","8.4067","0.118","231199025769.3863","FLOP/s","True","16","19","0x0000000000000400"
"2475","2467","2467","2467","13801","13801","13801","True","-8","none","84.95","11.61","95.45","44.9","46","95.7","73.54","True","10.27","8.2269","8.3714","0.1445","232935963332.287","FLOP/s","True","15","19","0x0000000000000400"
"2625","2617","2617","2617","13801","13801","13801","True","-8","none","95","16.82","105.22","46.2","47","96.6","81.59","True","10.213","8.1778","8.3069","0.1291","234333715327.62778","FLOP/s","True","16","19","0x0000000000000400"
"2782","2753.5","2752","2775","13801","13801","13801","True","-28.5","none","101.85","15.74","113.57","47.4","48","97.5","88.42","True","10.244","8.1434","8.2911","0.1477","235323674335.02325","FLOP/s","True","15","19","0x0000000000000400"
"2932","2752.9","2752","2767","13801","13801","13801","False","-179.1","below","103.22","28.1","114","47.8","49","95.5","88.67","True","10.192","8.1433","8.2898","0.1465","235327402152.5576","FLOP/s","True","16","19","0x0000000000000400"
"3090","2753.5","2752","2775","12934.9","810","13801","False","-336.5","below","100.9","10.99","114.06","48.1","50","93.3","87.73","True","10.229","8.1438","8.2669","0.1231","235312864332.12433","FLOP/s","True","15","19","0x0000000000000400"
