"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.4","1230","1237","16301","16301","16301","True","-1.6","none","63.37","6.75","70.8","45.7","46","94.4","54.87","True","10.79","8.7515","8.8922","0.1408","356501477497.0945","byte/s","True","17","20","0x0000000000000001;0x0000000000000000"
"1395","1393","1387","1395","16301","16301","16301","True","-2","none","66.34","8.88","73.83","44.8","45","97.5","57.04","True","10.207","8.153","8.2673","0.1143","382668304356.0488","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"1545","1540.7","1537","1545","16314.3","16301","16501","True","-4.3","none","66.09","6.99","74.71","43.7","44","93.4","56.23","True","9.672","7.9369","8.0454","0.1085","393090370609.56226","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","68.17","15.33","74.68","43.6","44","98.1","58.45","True","10.203","7.9716","8.0677","0.0961","391375548385.9345","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"1852","1843.5","1822","1845","15268.3","810","16301","True","-8.5","none","63.69","6.39","74.89","42.8","44","93.3","55.28","True","10.255","7.9988","8.1205","0.1217","390046781007.76276","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","68.27","16.57","76.46","42.9","43","95.8","58.45","True","9.737","7.6101","7.6988","0.0886","409966986159.81555","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","15194.5","810","16301","True","-7","none","70.16","7.05","83.32","43.3","44","92.9","58.99","True","9.122","7.2601","7.3637","0.1036","429730766460.1383","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","80.33","14.48","90.78","43.8","45","94.3","67.88","True","9.125","7.0705","7.1885","0.118","441259133205.49335","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","86.21","10.96","98.22","44.7","46","96.1","72.85","True","9.117","6.9997","7.1003","0.1006","445717567142.5596","byte/s","True","13","17","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2625","2589.4","2587","2602","15109.4","810","16301","False","-35.6","below","81.82","8.03","98.78","44.8","46","92.3","70.14","True","9.121","7.0022","7.1061","0.1039","445561487507.9877","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","15109.4","810","16301","True","-7","none","91.45","8.32","103.87","45.6","47","92.3","77.4","True","9.159","6.9824","7.0824","0.1","446821935052.2803","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","98.14","15.52","112.24","46.9","48","95.9","83.02","True","9.19","6.9795","7.0958","0.1162","447009178002.9022","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","2996.8","2992","3007","15109.4","810","16301","False","-93.2","below","97.37","9","112.69","47","48","92.3","82.87","True","9.158","6.98","7.084","0.1039","446976990856.9841","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
