"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","13801","13801","13801","True","-0.8","none","67.97","12.31","72.23","47.5","48","98.4","62.29","True","17.22","14.8197","15.097","0.2774","4261224933921.037","FLOP/s","True","28","32","0x0000000000000400"
"1395","1392.1","1387","1395","13281.4","810","13801","True","-2.9","none","71.57","7.76","79.38","47.2","48","94.2","65.18","True","15.554","13.1461","13.3664","0.2203","4803704662150.035","FLOP/s","True","25","29","0x0000000000000400"
"1545","1537","1537","1537","13236.2","810","13801","True","-8","none","77.82","7.11","84.52","47.2","48","92.1","69.67","True","13.98","11.8922","12.0567","0.1645","5310174351914.192","FLOP/s","True","23","26","0x0000000000000004;0x0000000000000400"
"1702","1695","1695","1695","13801","13801","13801","True","-7","none","88.4","16.86","95.84","48.8","50","96.2","78.63","True","12.895","10.7729","10.9245","0.1517","5861937754024.7295","FLOP/s","True","20","24","0x0000000000000004;0x0000000000000400"
"1852","1845","1845","1845","13117.3","810","13801","True","-7","none","102.75","7.53","112.79","50.4","52","94.7","89.86","True","11.864","9.9082","10.0353","0.127","6373464209955.79","FLOP/s","True","19","22","0x0000000000000004;0x0000000000000400"
"2010","2002","2002","2002","13036.8","810","13801","True","-8","none","113.23","8.48","129.75","52.4","54","94.1","98.76","True","11.322","9.1359","9.2527","0.1168","6912287378290.852","FLOP/s","True","17","21","0x0000000000000004;0x0000000000000400"
"2167","2159.5","2152","2160","13801","13801","13801","True","-7.5","none","122.02","15.32","136.81","53.8","56","95.9","105.69","True","10.782","8.5815","8.7412","0.1597","7358879079235.315","FLOP/s","True","16","20","0x0000000000000004;0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","138.53","30.35","155.51","56.3","58","94.8","118.46","True","10.199","7.9582","8.0635","0.1054","7935203944756.291","FLOP/s","True","15","19","0x0000000000000004;0x0000000000000400"
"2475","2462.2","2437","2467","13801","13801","13801","True","-12.8","none","155.71","10.82","179.18","58.9","62","94.6","132.69","True","9.655","7.6255","7.7336","0.1081","8281442149124.082","FLOP/s","True","14","18","0x0000000000000004;0x0000000000000400"
"2625","2484.9","2430","2617","12873.1","810","13801","False","-140.1","below","154.64","11.91","176.36","59.1","63","92.9","131.65","True","9.743","7.6421","7.7496","0.1075","8263370154855.555","FLOP/s","True","14","18","0x0000000000000400"
"2782","2472.7","2430","2760","13801","13801","13801","False","-309.3","below","155.76","15.82","174.9","59.4","62","95.6","133.56","True","9.682","7.6496","7.7605","0.1109","8255282679616.34","FLOP/s","True","14","18","0x0000000000000004;0x0000000000000400"
"2932","2492.3","2422","2760","12934.9","810","13801","False","-439.7","below","149.7","12.77","178.24","59.9","64","92.9","126.89","True","9.669","7.6557","7.7422","0.0865","8248720047834.648","FLOP/s","True","15","18","0x0000000000000400"
"3090","2462","2422","2715","13801","13801","13801","False","-628","below","156.7","21.67","177.32","60","62","94.9","133.55","True","9.748","7.6554","7.7723","0.1169","8249100947134.197","FLOP/s","True","14","18","0x0000000000000004;0x0000000000000400"
