"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","16301","16301","16301","True","-1.2","none","50.8","7.8","53.9","47.7","48","96.7","47.37","True","20.493","18.0512","18.3216","0.2704","4678936557203.108","FLOP/s","True","34","38","0x0000000000000001;0x0000000000000000"
"1395","1392.3","1387","1395","16301","16301","16301","True","-2.7","none","56.27","21","59.29","47","48","97.8","50.45","True","18.268","16.0159","16.2615","0.2456","5273527183614.025","FLOP/s","True","30","34","0x0000000000000001;0x0000000000000000"
"1545","1537.9","1537","1545","16301","16301","16301","True","-7.1","none","60.41","8.38","64.47","47.1","48","97.7","55.23","True","16.658","14.4613","14.6684","0.2071","5840468549215.195","FLOP/s","True","28","31","0x0000000000000001;0x0000000000000000"
"1702","1694.4","1680","1695","16301","16301","16301","True","-7.6","none","63.74","7","69.53","47.3","48","94.6","58","True","15.583","13.1223","13.3482","0.2259","6436413382050.8125","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1852","1843.7","1815","1845","15627.5","810","16301","True","-8.3","none","67.25","6.65","73.65","47.3","48","94.4","60.25","True","14.015","12.053","12.2278","0.1749","7007449925701.085","FLOP/s","True","23","26","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15563.3","810","16301","True","-8","none","72.68","7.07","78.54","47.9","49","92","64.95","True","13.469","11.1247","11.3014","0.1766","7592159241602.584","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","15526.4","810","16301","True","-7","none","83.48","7.58","92.51","49.2","51","92.9","73.58","True","12.361","10.3062","10.4467","0.1404","8195096230819.65","FLOP/s","True","20","23","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","15485.7","810","16301","True","-7","none","94.8","8.39","107.22","51.4","53","94.7","82.97","True","11.794","9.6568","9.7776","0.1208","8746218961787.707","FLOP/s","True","19","22","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","113.65","13.68","125.96","54.5","56","97.2","99.06","True","11.317","9.0329","9.1596","0.1267","9350300143831.635","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","16301","16301","16301","True","-8","none","119.89","33.24","132.81","55.6","57","98.1","103.59","True","10.771","8.5919","8.7388","0.1468","9830206754369.186","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","133.69","9.34","153.03","57.7","60","93.5","115.47","True","10.232","8.0305","8.1221","0.0916","10517458812634.86","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","156","20.76","177.27","61.9","64","97.7","131.77","True","9.675","7.6425","7.7347","0.0921","11051358158461.633","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"3090","2981.5","2977","3007","15268.3","810","16301","False","-108.5","below","153.53","10.88","180.02","62","65","92.3","129.63","True","9.649","7.5189","7.6262","0.1073","11233094455684.158","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
