"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","16301","16301","16301","True","-1.2","none","51.58","9.98","56.05","35.9","37","98","44.97","True","11.313","9.3599","9.4871","0.1272","341028993020.07","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"1395","1393.6","1387","1395","16301","16301","16301","True","-1.4","none","52.78","9.57","58.36","36.9","38","95.6","45.69","True","10.768","8.7751","8.9262","0.1511","363754946588.6368","byte/s","True","17","20","0x0000000000000001;0x0000000000000000"
"1545","1543.5","1537","1545","15332.8","810","16301","True","-1.5","none","50.92","5.66","59.21","37.8","39","93.8","44.75","True","10.761","8.6385","8.7656","0.1271","369509694553.2819","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1702","1699.3","1680","1702","16301","16301","16301","True","-2.7","none","53.36","6.54","59.65","38.8","40","96.7","46.6","True","10.736","8.6455","8.7821","0.1367","369211529231.6215","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1852","1847.4","1807","1852","15332.8","810","16301","True","-4.6","none","54.19","5.94","60.19","39.7","40","90.8","47.18","True","10.738","8.6506","8.788","0.1375","368993435384.7795","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15268.3","810","16301","True","-8","none","55.12","6.31","62.42","40.6","41","93.4","47.8","True","10.247","8.0324","8.1539","0.1215","397389113684.6656","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","60.72","16.34","67.84","41.9","42","97.1","52.45","True","9.716","7.5872","7.6929","0.1057","420707824307.4449","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","15194.5","810","16301","True","-7","none","61.42","7.44","72.15","43","44","92.9","51.87","True","9.124","7.2714","7.3546","0.0832","438979824091.2248","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","15109.4","810","16301","True","-8","none","69.32","7.8","77.7","44.5","45","92.3","59.22","True","9.167","7.103","7.1996","0.0967","449390201992.9338","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2625","2595.5","2595","2602","16301","16301","16301","True","-29.5","none","68.62","11.34","77.87","45.4","46","95.1","58.51","True","9.133","7.1069","7.206","0.0991","449142012118.75446","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","15109.4","810","16301","True","-7","none","69.85","8.59","83.6","46.4","47","92.3","59.73","True","9.175","7.0368","7.1405","0.1037","453615801825.94476","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","79.79","19.26","89.96","47.9","49","95.2","67.92","True","9.122","7.0246","7.1154","0.0907","454400503735.3899","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","2999.4","2992","3000","16301","16301","16301","False","-90.6","below","79.26","11.11","90.4","49","50","95.7","67.48","True","9.134","7.0251","7.1259","0.1007","454368414949.38745","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
