timestamp_iso,elapsed_seconds,sm_clock_mhz,memory_clock_mhz,power_draw_w,temperature_c,gpu_utilization_pct,memory_utilization_pct,fan_speed_pct,memory_used_mb,throttle_bitmask,throttle_reasons
2026-08-20T18:42:54.8597561-07:00,0.1,1230,7001,19.73,40,5,4,0,1472,0x0000000000000000,None
2026-08-20T18:42:55.9429998-07:00,1.2,1282,7001,20.35,40,5,4,0,1472,0x0000000000000000,None
2026-08-20T18:42:56.9902410-07:00,2.2,2752,16301,68.15,46,99,93,0,4683,0x0000000000000000,None
2026-08-20T18:42:58.0388208-07:00,3.3,2752,16301,100.22,46,99,93,0,4683,0x0000000000000000,None
2026-08-20T18:42:59.0871283-07:00,4.3,2752,16301,98.00,46,99,93,0,4683,0x0000000000000000,None
2026-08-20T18:43:00.1347364-07:00,5.4,2752,16301,100.42,47,99,93,0,4683,0x0000000000000000,None
2026-08-20T18:43:01.1729713-07:00,6.4,2752,16301,97.67,47,99,93,0,4683,0x0000000000000000,None
2026-08-20T18:43:02.2112059-07:00,7.5,2752,16301,100.86,47,99,93,0,4683,0x0000000000000000,None
2026-08-20T18:43:03.2594004-07:00,8.5,2752,16301,97.79,47,99,93,0,4683,0x0000000000000000,None
2026-08-20T18:43:04.3073576-07:00,9.6,2752,16301,101.08,48,99,93,0,4683,0x0000000000000000,None
2026-08-20T18:43:05.3558253-07:00,10.6,2752,16301,98.16,48,99,93,0,4683,0x0000000000000000,None
2026-08-20T18:43:06.4092383-07:00,11.7,2752,16301,101.31,48,99,93,0,4682,0x0000000000000000,None
2026-08-20T18:43:07.4584688-07:00,12.7,2752,16301,98.82,48,99,93,0,4681,0x0000000000000000,None
2026-08-20T18:43:08.5054486-07:00,13.8,2752,16301,101.57,49,99,93,0,4681,0x0000000000000000,None
2026-08-20T18:43:09.5558963-07:00,14.8,2752,16301,98.64,49,99,93,0,4680,0x0000000000000000,None
2026-08-20T18:43:10.6049511-07:00,15.9,2752,16301,101.69,49,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:11.6435213-07:00,16.9,2752,16301,99.61,49,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:12.6851047-07:00,17.9,2752,16301,101.90,50,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:13.7247467-07:00,19,2752,16301,99.92,50,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:14.7750534-07:00,20,2752,16301,102.21,50,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:15.8203065-07:00,21.1,2752,16301,99.70,50,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:16.8675878-07:00,22.1,2752,16301,102.39,50,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:17.9197638-07:00,23.2,2752,16301,99.54,51,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:18.9575235-07:00,24.2,2752,16301,102.60,51,96,91,0,4676,0x0000000000000000,None
2026-08-20T18:43:20.0016254-07:00,25.3,2752,16301,99.73,51,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:21.0542276-07:00,26.3,2752,16301,102.74,51,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:22.1004447-07:00,27.4,2745,16301,99.83,52,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:23.1536814-07:00,28.4,2745,16301,103.04,52,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:24.1926261-07:00,29.4,2745,16301,100.75,52,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:25.2335356-07:00,30.5,2745,16301,103.11,52,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:26.2725658-07:00,31.5,2745,16301,100.98,52,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:27.3236802-07:00,32.6,2745,16301,103.36,53,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:28.3753963-07:00,33.6,2745,16301,100.90,53,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:29.4143909-07:00,34.7,2745,16301,103.58,53,99,93,0,4676,0x0000000000000000,None
2026-08-20T18:43:30.4653200-07:00,35.7,2745,16301,104.82,53,99,93,30,4676,0x0000000000000000,None
2026-08-20T18:43:31.5168122-07:00,36.8,2745,16301,101.67,53,99,93,30,4676,0x0000000000000000,None
2026-08-20T18:43:32.5555776-07:00,37.8,2745,16301,104.43,53,99,93,30,4676,0x0000000000000000,None
2026-08-20T18:43:33.5936034-07:00,38.9,2745,16301,101.33,52,60,55,30,4681,0x0000000000000000,None
2026-08-20T18:43:34.6453942-07:00,39.9,2745,16301,101.59,53,99,93,30,4681,0x0000000000000000,None
2026-08-20T18:43:35.6953098-07:00,41,2745,16301,102.28,52,65,60,31,4681,0x0000000000000000,None
2026-08-20T18:43:36.7454280-07:00,42,2745,16301,101.38,53,99,93,31,4681,0x0000000000000000,None
2026-08-20T18:43:37.7957208-07:00,43.1,2745,16301,104.44,53,99,93,31,4681,0x0000000000000000,None
2026-08-20T18:43:38.8470090-07:00,44.1,2745,16301,101.42,53,99,93,31,4675,0x0000000000000000,None
