"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"855","855","855","855","6801","6801","6801","True","0","none","80.71","59.18","83.15","46.9","48","89.1","64.44","True","14.441","10.0254","10.2548","0.2293","351426340387.708","byte/s","True","18","25","0x0000000000000001;0x0000000000000000"
"960","960","960","960","6801","6801","6801","True","0","none","81.65","55.33","84.26","48.2","49","92.1","64.41","True","13.791","9.6752","9.8799","0.2048","364149005365.8373","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1065","1065","1065","1065","6801","6801","6801","True","0","none","86.91","60.52","89.9","49.3","50","88.7","69.52","True","13.074","9.2362","9.4435","0.2072","381454540340.29736","byte/s","True","17","23","0x0000000000000001;0x0000000000000000"
"1170","1170","1170","1170","6801","6801","6801","True","0","none","91.2","81.33","93.16","50.7","52","89.4","70.63","True","13.151","9.0798","9.2825","0.2027","388024582511.5045","byte/s","True","16","23","0x0000000000000001;0x0000000000000000"
"1275","1275","1275","1275","6801","6801","6801","True","0","none","93.33","68.35","96.52","51.8","53","87.9","74.47","True","13.115","9.0816","9.2958","0.2142","387947987045.23395","byte/s","True","17","23","0x0000000000000001;0x0000000000000000"
"1380","1380","1380","1380","6801","6801","6801","True","0","none","97.16","71.7","100.13","53.1","54","85.5","75.34","True","13.731","9.1103","9.3093","0.1991","386728316639.86694","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1485","1485","1485","1485","6801","6801","6801","True","0","none","104.78","100.32","105.78","54.1","55","87.7","63.2","True","20.347","9.1364","9.3296","0.1932","385621050023.39197","byte/s","True","16","35","0x0000000000000001;0x0000000000000000"
"1590","1590","1590","1590","6801","6801","6801","True","0","none","107.73","82.78","110.59","55.9","57","88.4","86.12","True","13.209","9.1776","9.3691","0.1915","383892472450.6874","byte/s","True","17","23","0x0000000000000001;0x0000000000000000"
"1695","1695","1695","1695","6801","6801","6801","True","0","none","118.96","95.67","122","58.2","60","88.2","91.96","True","13.302","9.2014","9.4094","0.208","382898088161.3274","byte/s","True","16","23","0x0000000000000001;0x0000000000000000"
"1800","1800","1800","1800","6801","6801","6801","True","0","none","132.69","122.51","134.83","60.3","62","84.8","103.02","True","13.605","9.2393","9.4742","0.2349","381326553819.3874","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1905","1905","1905","1905","6801","6801","6801","True","0","none","155.76","144.57","160.12","64.2","67","87.5","119.78","True","13.608","9.2777","9.4624","0.1847","379749385453.6695","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"2010","1907.6","1905","1920","6801","6801","6801","False","-102.4","below","156.28","130.64","161.91","65.4","68","89.2","122.69","True","13.241","9.2913","9.4636","0.1723","379195079659.70667","byte/s","True","17","23","0x0000000000000001;0x0000000000000604;0x0000000000000600;0x0000000000000000"
"2115","1905","1905","1905","6801","6801","6801","False","-210","below","157.3","153.66","160.8","65.7","68","89.8","119.71","True","13.632","9.2914","9.468","0.1767","379191178070.7456","byte/s","True","17","24","0x0000000000000400;0x0000000000000004;0x0000000000000001;0x0000000000000600;0x0000000000000604"
