"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"855","855","855","855","6801","6801","6801","True","0","none","72.89","57.36","75.58","53.9","54","93.9","63.27","True","21.533","16.6318","16.9911","0.3593","4599778662696.974","FLOP/s","True","30","38","0x0000000000000001;0x0000000000000000"
"960","960","960","960","6801","6801","6801","True","0","none","75.09","56.14","77.11","53.6","54","95.3","65.07","True","19.814","14.9875","15.3603","0.3727","5104406792775.788","FLOP/s","True","27","35","0x0000000000000001;0x0000000000000000"
"1065","1065","1065","1065","6801","6801","6801","True","0","none","84.52","76.17","85.48","54.1","55","95.3","70.97","True","18.251","13.4618","13.7166","0.2548","5682945661531.376","FLOP/s","True","24","32","0x0000000000000001;0x0000000000000000"
"1170","1170","1170","1170","6801","6801","6801","True","0","none","91.95","77.46","93.85","54.9","56","92.9","77.02","True","16.991","12.4194","12.7494","0.33","6159920985144.147","FLOP/s","True","22","30","0x0000000000000001;0x0000000000000000"
"1275","1275","1275","1275","6801","6801","6801","True","0","none","99.21","83.48","101.15","56.2","57","90.8","83.29","True","15.878","11.5439","11.7827","0.2388","6627086981160.051","FLOP/s","True","21","28","0x0000000000000001;0x0000000000000000"
"1380","1380","1380","1380","6801","6801","6801","True","0","none","113.01","107.91","114.06","57.9","59","91.7","90.53","True","15.282","10.759","10.9506","0.1915","7110553053914.22","FLOP/s","True","19","27","0x0000000000000001;0x0000000000000000"
"1485","1485","1485","1485","6801","6801","6801","True","0","none","125.55","116.21","128.95","59.8","61","90.2","99.25","True","14.785","10.1807","10.3566","0.1759","7514433045845.727","FLOP/s","True","19","26","0x0000000000000001;0x0000000000000000"
"1590","1590","1590","1590","6801","6801","6801","True","0","none","142.33","102.78","147.73","61.8","63","91.4","109.36","True","14.212","9.6489","9.8483","0.1994","7928582399133.123","FLOP/s","True","17","25","0x0000000000000001;0x0000000000000000"
"1695","1694.1","1680","1695","6801","6801","6801","True","-0.9","none","164.28","128.35","172.17","64.6","66","90.6","124.72","True","14.03","9.2239","9.4363","0.2124","8293936092011.328","FLOP/s","True","17","25","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"1800","1725","1710","1740","6801","6801","6801","False","-75","below","170.39","165.5","174.05","65.1","67","85.9","132.4","True","13.536","9.1843","9.4033","0.219","8329683745750.595","FLOP/s","True","17","24","0x0000000000000001;0x0000000000000004"
"1905","1721.5","1710","1740","6801","6801","6801","False","-183.5","below","169.14","145.99","176.84","65.5","68","86.8","130.39","True","13.663","9.1841","9.3791","0.195","8329910397723.046","FLOP/s","True","17","24","0x0000000000000001;0x0000000000000004"
"2010","1722.4","1710","1740","6801","6801","6801","False","-287.6","below","169.89","145.66","186.13","66.4","68","91.2","133.88","True","13.469","9.1752","9.3769","0.2017","8337940596177.229","FLOP/s","True","17","24","0x0000000000000004;0x0000000000000400"
"2115","1720.6","1710","1740","6801","6801","6801","False","-394.4","below","169.67","166.65","173.1","66.2","68","88.2","134.72","True","13.48","9.1905","9.3933","0.2028","8324068459092.429","FLOP/s","True","17","24","0x0000000000000004;0x0000000000000400"
