"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"855","855","855","855","9251","9251","9251","True","0","none","130.4","35.71","139.23","54.5","55","96.5","102.74","True","1790354794.42","1790354806.3552","15.744","11.7247","11.9302","0.2056","330574582463.2271","byte/s","True","22","29","0x0000000000000001;0x0000000000000000"
"960","960","960","960","9251","9251","9251","True","0","none","136.75","59.59","143.87","54.6","56","98.5","106.57","True","1790354818.2101","1790354829.5379","15.196","11.1277","11.3289","0.2012","348308412658.805","byte/s","True","21","28","0x0000000000000001;0x0000000000000000"
"1065","1065","1065","1065","9251","9251","9251","True","0","none","138.79","37.33","150.77","57.1","58","95.3","107.25","True","1790354841.4019","1790354852.2455","14.73","10.6168","10.8426","0.2259","365071018493.30316","byte/s","True","19","27","0x0000000000000001;0x0000000000000000"
"1170","1170","1170","1170","9251","9251","9251","True","0","none","144.62","60.19","152.55","55.7","56","100","110.36","True","1790354864.2176","1790354874.6381","14.124","10.229","10.4216","0.1926","378909757140.1567","byte/s","True","19","26","0x0000000000000001;0x0000000000000000"
"1275","1275","1275","1275","9251","9251","9251","True","0","none","144.6","49.39","155.62","54.8","57","94.9","110.72","True","1790354886.4069","1790354896.5298","14.117","9.9457","10.1234","0.1777","389705741739.02466","byte/s","True","18","26","0x0000000000000001;0x0000000000000000"
"1380","1380","1380","1380","9251","9251","9251","True","0","none","146.21","30.46","159.37","57.7","59","98.2","110.73","True","1790354908.5633","1790354918.4276","13.522","9.7251","9.864","0.139","398544868485.2809","byte/s","True","18","25","0x0000000000000001;0x0000000000000000"
"1485","1485","1485","1485","9251","9251","9251","True","0","none","151.18","25.31","161","55.8","57","97.3","115.33","True","1790354930.1225","1790354939.809","13.571","9.524","9.6855","0.1615","406957893929.5637","byte/s","True","17","25","0x0000000000000001;0x0000000000000000"
"1605","1509.7","1485","1515","9251","9251","9251","False","-95.3","below","152.06","70.53","160.99","54.5","55","100","115.66","True","1790354951.7398","1790354961.3976","13.531","9.504","9.6564","0.1524","407817998984.64325","byte/s","True","17","25","0x0000000000000001;0x0000000000000000"
"1710","1509.7","1485","1515","9251","9251","9251","False","-200.3","below","149.2","50.65","160.29","55.1","57","96.5","113.63","True","1790354973.3967","1790354983.0282","13.502","9.4931","9.6348","0.1417","408284018009.031","byte/s","True","17","25","0x0000000000000001;0x0000000000000024;0x0000000000000000"
"1815","1513.3","1485","1515","9251","9251","9251","False","-301.7","below","148.69","32.58","162.9","57.9","59","97.4","112.86","True","1790354995.0297","1790355004.6888","13.532","9.4933","9.6594","0.166","408273739243.5303","byte/s","True","18","25","0x0000000000000001;0x0000000000000000"
"1920","1512.4","1485","1515","9251","9251","9251","False","-407.6","below","147.74","32.13","161.37","55.7","57","97.9","112.92","True","1790355016.5368","1790355026.1837","13.515","9.489","9.6462","0.1572","408458827621.7454","byte/s","True","17","25","0x0000000000000001;0x0000000000000024;0x0000000000000000"
"2025","1509.7","1485","1515","9251","9251","9251","False","-515.3","below","146.51","24.67","160.96","54.4","55","97.4","112.07","True","1790355038.0881","1790355047.7536","13.52","9.5021","9.6647","0.1625","407896806181.996","byte/s","True","17","25","0x0000000000000001;0x0000000000000000"
"2130","1508.3","1485","1515","8782.1","810","9251","False","-621.7","below","145.44","20.51","160.31","54.7","57","94.4","115.97","True","1790355059.6158","1790355069.2832","13.531","9.4957","9.6634","0.1677","408172239507.1829","byte/s","True","18","25","0x0000000000000001;0x0000000000000000"
