"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"855","855","855","855","8782.1","810","9251","True","0","none","125.51","15.35","142.09","52.1","54","90.3","98.01","True","1790354231.83","1790354241.1338","13.019","9.1464","9.3062","0.1598","537783911759.5936","byte/s","True","18","24","0x0000000000000001;0x0000000000000000"
"960","960","960","960","9251","9251","9251","True","0","none","130.92","28.19","142.95","54.6","56","96.9","97.47","True","1790354252.9581","1790354262.2534","12.991","9.1434","9.2933","0.1498","537960708285.31915","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1065","1065","1065","1065","9251","9251","9251","True","0","none","130.21","18","143.07","56.4","58","95.6","96.89","True","1790354274.0585","1790354283.3443","12.991","9.1347","9.2808","0.146","538471729479.4243","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1170","1170","1170","1170","9251","9251","9251","True","0","none","136.69","62.85","144.42","55.5","56","100","103.47","True","1790354295.1518","1790354304.4485","13.56","9.1416","9.3004","0.1588","538068587773.0319","byte/s","True","17","25","0x0000000000000001;0x0000000000000000"
"1275","1275","1275","1275","9251","9251","9251","True","0","none","135.9","56.78","144.44","56.3","57","100","101.4","True","1790354316.703","1790354325.9999","13.012","9.1364","9.2967","0.1603","538376245291.903","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1380","1380","1380","1380","9251","9251","9251","True","0","none","135.41","44.38","146.95","58","59","94.8","101.56","True","1790354337.8108","1790354347.1113","13.004","9.138","9.2958","0.1578","538280694822.7188","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1485","1485","1485","1485","9251","9251","9251","True","0","none","135.48","36.49","146.69","55.5","56","95.1","102.01","True","1790354358.8919","1790354368.1933","13.045","9.1307","9.2972","0.1665","538711493841.5025","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1605","1515","1515","1515","9251","9251","9251","False","-90","below","134.71","25.83","147.17","53.4","54","97.6","101.52","True","1790354379.9774","1790354389.2521","12.953","9.1263","9.2697","0.1434","538968627189.29254","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1710","1515","1515","1515","9251","9251","9251","False","-195","below","133.63","23.81","146.29","53.6","55","97.2","100.52","True","1790354400.9862","1790354410.2773","12.973","9.1246","9.2911","0.1665","539069485057.49194","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1815","1515","1515","1515","9251","9251","9251","False","-300","below","137.74","26.31","147.08","56","58","97.4","103.7","True","1790354422.0671","1790354431.3656","12.991","9.1299","9.3026","0.1726","538756107570.31665","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1920","1515","1515","1515","9251","9251","9251","False","-405","below","140.75","71.36","149.4","58.2","59","100","107.11","True","1790354443.1571","1790354452.4409","13.516","9.1245","9.2871","0.1626","539073466985.6066","byte/s","True","17","25","0x0000000000000001;0x0000000000000000"
"2025","1515","1515","1515","9251","9251","9251","False","-510","below","140.3","75.63","147.13","55.6","56","100","105.64","True","1790354464.6582","1790354473.9429","13.022","9.1247","9.2826","0.1579","539063890370.31885","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"2130","1515","1515","1515","9251","9251","9251","False","-615","below","136.84","47.27","146.8","53.2","54","95.5","104.65","True","1790354485.8582","1790354495.1457","13.53","9.1256","9.2862","0.1606","539013000001.6792","byte/s","True","17","25","0x0000000000000001;0x0000000000000000"
