"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.9","1230","1237","13801","13801","13801","True","-1.1","none","46.57","15.59","49.03","43","43","96.7","43.23","True","16.292","13.9743","14.1977","0.2234","246452199297.15353","byte/s","True","26","30","0x0000000000000400"
"1395","1392.7","1387","1395","13801","13801","13801","True","-2.3","none","48.21","17.2","51.02","42","42","94.2","44.33","True","15.163","12.7315","12.963","0.2315","270510334712.20377","byte/s","True","24","28","0x0000000000000400"
"1545","1537","1537","1537","13210.5","810","13801","True","-8","none","49.59","12.83","53.71","41","41","94.7","45.23","True","13.561","11.5402","11.7117","0.1716","298436199513.7693","byte/s","True","22","25","0x0000000000000400"
"1702","1695","1695","1695","13117.3","810","13801","True","-7","none","53.88","14.12","58.73","41.1","42","94","48.84","True","12.488","10.2633","10.4416","0.1783","335564336004.0506","byte/s","True","19","23","0x0000000000000400"
"1852","1845","1845","1845","13079.3","810","13801","True","-7","none","58.23","15.4","64.83","41.6","42","93.7","52.17","True","11.352","9.3953","9.5364","0.1411","366567939546.5839","byte/s","True","18","21","0x0000000000000400"
"2010","2002","2002","2002","13036.8","810","13801","True","-8","none","63.15","17.05","69.63","41.8","42","93.5","56.71","True","11.398","9.1221","9.2736","0.1515","377545116148.02997","byte/s","True","17","21","0x0000000000000400"
"2167","2160","2160","2160","13812.8","13801","14001","True","-7","none","63.99","17.32","70.11","41.8","42","93.5","57.52","True","11.365","9.1154","9.2594","0.144","377820924400.7032","byte/s","True","17","21","0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","68.23","21.4","73.5","42.6","43","96.3","61.3","True","11.359","9.0199","9.1744","0.1546","381824264761.1606","byte/s","True","17","21","0x0000000000000400"
"2475","2467","2467","2467","13801","13801","13801","True","-8","none","74.18","29.84","79.53","43.4","44","95.2","66.83","True","11.359","8.9637","9.0977","0.134","384215160489.7767","byte/s","True","17","21","0x0000000000000400"
"2625","2617","2617","2617","13401","7001","13801","True","-8","none","79.33","24.57","87.24","44.2","45","91.1","71.56","True","11.378","8.9713","9.1208","0.1495","383890625146.84","byte/s","True","17","21","0x0000000000000400"
"2782","2759","2752","2775","13401","7001","13801","True","-23","none","85.11","26.8","92.82","45.5","46","93.4","76.37","True","10.808","8.9395","9.0818","0.1423","385254847255.9759","byte/s","True","17","20","0x0000000000000400"
"2932","2756.2","2752","2775","13801","13801","13801","False","-175.8","below","86.28","28.94","93.1","45.8","47","96.2","77.37","True","10.86","8.9363","9.0688","0.1325","385393820393.67535","byte/s","True","17","20","0x0000000000000400"
"3090","2759.5","2752","2775","13801","13801","13801","False","-330.5","below","87.18","35.33","93.33","46.4","47","95.1","78.16","True","10.824","8.947","9.0847","0.1377","384933966221.07153","byte/s","True","17","20","0x0000000000000400"
