"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","16301","16301","16301","True","-1.2","none","53.32","23.88","55.43","41.9","43","98.1","49.04","True","21.111","18.1176","18.4004","0.2829","7282511069208.376","FLOP/s","True","35","39","0x0000000000000000"
"1395","1387.8","1387","1395","16301","16301","16301","True","-7.2","none","58.82","41.28","60.25","42.9","44","97.1","53.67","True","18.999","15.8937","16.1018","0.2082","8301500837032.089","FLOP/s","True","30","35","0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","66.25","45.69","68.01","43.9","45","98.7","59.75","True","17.278","14.3249","14.5355","0.2106","9210652903992.244","FLOP/s","True","27","32","0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","72.84","28.39","76.64","46","47","96.4","64.86","True","15.699","12.7735","13.0037","0.2302","10329328640514.375","FLOP/s","True","24","29","0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","88.33","48.75","93.12","48.2","49","93","77.41","True","14.533","11.754","11.8958","0.1418","11225219813675.328","FLOP/s","True","22","27","0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","104.09","59.67","108.7","50.9","52","99","90.49","True","13.446","10.7127","10.8414","0.1287","12316306948688.371","FLOP/s","True","20","25","0x0000000000000000"
"2167","2152.4","2152","2160","16301","16301","16301","True","-14.6","none","111.38","68.78","115.92","52.4","54","98.1","95.11","True","12.489","10.0792","10.213","0.1337","13090441506444.346","FLOP/s","True","19","23","0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","124.91","70.26","132.63","55.5","57","99.1","106.11","True","11.846","9.1678","9.3228","0.155","14391761635095.57","FLOP/s","True","17","22","0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","151.42","101.71","158.14","59.7","62","96.9","127.96","True","11.224","8.6851","8.8195","0.1344","15191642236474.416","FLOP/s","True","16","21","0x0000000000000000"
"2625","2573.9","2520","2610","16301","16301","16301","False","-51.1","below","170.39","76.65","182.48","64.4","66","99.2","141.92","True","10.719","8.1999","8.328","0.1281","16090608918361.53","FLOP/s","True","15","20","0x0000000000000000"
"2782","2575.2","2550","2632","16301","16301","16301","False","-206.8","below","175.29","116.79","183.24","64.7","67","97","146.64","True","10.69","8.2664","8.3923","0.1259","15961144560563.264","FLOP/s","True","15","20","0x0000000000000000"
"2932","2579.3","2557","2632","16301","16301","16301","False","-352.7","below","170.9","76.73","180.69","65.2","67","99.1","142.92","True","10.72","8.275","8.4095","0.1345","15944537298820.467","FLOP/s","True","15","20","0x0000000000000000"
"3090","2573.7","2565","2610","16301","16301","16301","False","-516.3","below","174.42","106.45","182.77","65","67","97.1","145.91","True","10.711","8.2959","8.4229","0.127","15904392795674.545","FLOP/s","True","15","20","0x0000000000000000"
