target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,338.77928462742716,52.97,14968.2,1790096082.6845,1790096092.2705,0.72,1245.0,19,-420
1395,1393.1,358.0543501600949,53.95,14919.2,1790096102.1902,1790096111.2491,0.72,1320.0,18,-420
1545,1542.5,365.02336092334195,54.9,15801.0,1790096121.0441,1790096129.942,0.72,1342.0,17,-420
1702,1699.8,364.53843221795495,55.7,15801.0,1790096139.9507,1790096148.869,0.72,1350.0,18,-420
1852,1847.6,363.7772827833889,56.0,15801.0,1790096158.9281,1790096167.8381,0.72,1342.0,17,-420
2010,2002.0,385.0109635249378,56.86,15801.0,1790096178.0403,1790096186.4819,0.7224999999999999,1447.0,16,-420
2167,2160.0,406.14094783142957,63.14,15801.0,1790096196.3325,1790096204.3011,0.755,1605.0,15,-420
2317,2310.0,421.60608619554546,62.86,14730.2,1790096214.245,1790096221.9192,0.795,1770.0,15,-420
2475,2467.0,429.17618783681075,68.76,15801.0,1790096232.0075,1790096239.5458,0.84,1935.0,15,-420
2625,2591.0,429.19149733985563,71.08,15801.0,1790096249.3276,1790096256.8596,0.845,1935.0,15,-420
2782,2775.0,431.9281972956762,71.68,14730.2,1790096266.6679,1790096274.1589,0.885,2085.0,15,-420
2932,2925.0,432.3762466577483,77.63,15801.0,1790096284.091,1790096291.5804,0.92,2190.0,15,-420
3090,2939.5,432.4137217444514,79.22,15801.0,1790096301.9386,1790096309.4173,0.92,2190.0,15,-420
