target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.4,2860.7812009390536,43.69,15801.0,1790098886.6821,1790098905.0441,0.72,1245.0,37,-420
1395,1393.1,3227.1884308332183,47.27,15801.0,1790098915.8398,1790098932.1357,0.72,1320.0,32,-420
1545,1541.7,3574.3803889908295,49.91,15801.0,1790098942.9234,1790098957.6379,0.72,1342.0,29,-420
1702,1697.5,3938.3212441216474,54.02,15801.0,1790098968.4519,1790098981.8382,0.72,1342.0,27,-420
1852,1845.3,4282.80820248713,59.33,15801.0,1790098992.1106,1790099004.4098,0.72,1342.0,25,-420
2010,2002.0,4636.970776229667,62.85,15801.0,1790099014.9101,1790099026.2478,0.72,1440.0,22,-420
2167,2160.0,5011.315521585323,73.33,15801.0,1790099036.5653,1790099047.1009,0.755,1612.0,21,-420
2317,2310.0,5352.108702501759,86.35,15801.0,1790099057.6566,1790099067.474,0.795,1777.0,20,-420
2475,2467.0,5721.366694164705,102.01,15801.0,1790099077.7265,1790099086.9214,0.84,1942.0,19,-420
2625,2616.6,5999.360344941168,103.92,15801.0,1790099097.3246,1790099106.1063,0.84,1942.0,18,-420
2782,2775.0,6429.9089131721785,118.02,15801.0,1790099116.8211,1790099124.9753,0.885,2085.0,16,-420
2932,2919.0,6745.050743664903,136.97,15801.0,1790099135.0437,1790099142.856,0.925,2190.0,15,-420
3090,2915.8,6731.126466654203,132.86,15801.0,1790099152.9099,1790099160.7195,0.9225000000000001,2190.0,16,-420
