"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","15801","15801","15801","True","-1.2","none","60.4","26.51","62.94","44.4","45","97.8","54.53","True","1790099198.3056","1790099214.2697","18.548","15.773","15.9683","0.1952","8364996619776.492","FLOP/s","True","30","34","0x0000000000000001;0x0000000000000000"
"1395","1387","1387","1387","15801","15801","15801","True","-8","none","67.82","44.73","69.85","45.5","46","99.9","60.7","True","1790099224.9244","1790099239.0841","16.903","13.9369","14.1546","0.2177","9467049382821.154","FLOP/s","True","26","31","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","15801","15801","15801","True","-8","none","72.27","26.83","75.55","46.3","47","99.3","63.83","True","1790099249.7413","1790099262.4992","15.304","12.5419","12.758","0.2161","10520043223820.312","FLOP/s","True","23","28","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","15801","15801","15801","True","-7","none","77.88","40.04","81.73","47","48","98.7","67.95","True","1790099273.0433","1790099284.5487","14.185","11.3512","11.5034","0.1522","11623520507341.309","FLOP/s","True","21","26","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","15801","15801","15801","True","-7","none","83.95","57.29","87.05","47.6","48","97.6","72.2","True","1790099295.309","1790099305.8759","13.079","10.4092","10.5668","0.1575","12675403219688.488","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15801","15801","15801","True","-8","none","92.32","60.44","96.09","48.6","50","96.4","78.31","True","1790099316.3067","1790099326.0547","11.986","9.6174","9.748","0.1306","13718991376477.295","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","15801","15801","15801","True","-7","none","106.55","52.2","111.83","51.2","52","98.1","89.18","True","1790099336.4165","1790099345.4371","11.437","8.8858","9.0219","0.1361","14848606790024.12","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","15801","15801","15801","True","-7","none","123.77","77.91","129.47","53.3","54","99","102.97","True","1790099355.7796","1790099364.2462","10.936","8.3271","8.4702","0.1431","15844755621263.34","FLOP/s","True","15","20","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","15801","15801","15801","True","-8","none","145.2","87.19","153.12","57.1","59","99.4","117.86","True","1790099374.7722","1790099382.6759","10.374","7.7897","7.9047","0.115","16937895467964.63","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2625","2617","2617","2617","15801","15801","15801","True","-8","none","155","105.06","161.97","58.6","60","100","124.73","True","1790099393.1575","1790099400.658","9.804","7.3997","7.5016","0.1019","17830647417161.26","FLOP/s","True","13","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2782","2756.4","2737","2775","15801","15801","15801","True","-25.6","none","165.3","47.4","181.93","61.8","63","100","130.37","True","1790099411.0694","1790099418.1388","9.252","6.9736","7.0737","0.1001","18920097637962.42","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2756.3","2737","2827","15801","15801","15801","False","-175.7","below","171.81","91.05","180.06","62.2","64","95.7","135.81","True","1790099428.2776","1790099435.3709","9.254","6.9852","7.0871","0.1018","18888628195898.875","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","2764.9","2737","2842","15801","15801","15801","False","-325.1","below","174.83","119.42","182.49","62.9","65","99.6","138.7","True","1790099445.6591","1790099452.7598","9.238","6.9876","7.0948","0.1072","18882301683463.805","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
