"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.4","1230","1237","15119.6","810","15801","True","-1.6","none","48.42","10.04","53.17","38.7","40","92.5","44.18","True","1790096346.3593","1790096358.3757","14.144","11.8261","12.0192","0.1931","291220769391.71075","byte/s","True","22","26","0x0000000000000001;0x0000000000000000"
"1395","1393.5","1387","1395","15801","15801","15801","True","-1.5","none","51.49","14.98","54.98","40.4","41","96.9","46.42","True","1790096368.4854","1790096379.7757","13.113","11.0982","11.2898","0.1916","310321948659.69055","byte/s","True","21","24","0x0000000000000001;0x0000000000000000"
"1545","1543.5","1537","1545","15087.1","810","15801","True","-1.5","none","50.94","10.97","55.62","41.5","42","95.2","45.94","True","1790096389.7472","1790096400.8383","13.109","10.9377","11.0906","0.1528","314873439117.1203","byte/s","True","21","24","0x0000000000000001;0x0000000000000000"
"1702","1695.6","1687","1702","15087.1","810","15801","True","-6.4","none","51.19","10.95","55.79","42.4","43","91.8","46.19","True","1790096410.8897","1790096422.0819","13.132","11.0183","11.1933","0.175","312571574261.82983","byte/s","True","21","24","0x0000000000000001;0x0000000000000000"
"1852","1850.6","1830","1852","15801","15801","15801","True","-1.4","none","52.02","11.95","56.06","43.5","44","96.8","47.08","True","1790096432.088","1790096443.3679","13.091","11.0813","11.28","0.1987","310794793883.9876","byte/s","True","21","24","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15811","15801","16001","True","-8","none","52.79","11.2","57.84","44.4","45","94.6","47.38","True","1790096453.2235","1790096463.8369","12.512","10.4316","10.6142","0.1827","330151898632.2259","byte/s","True","20","23","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","14919.2","810","15801","True","-7","none","57.68","12.69","64.25","45.6","46","94.1","51.58","True","1790096473.7652","1790096483.1733","11.423","9.2713","9.4118","0.1405","371468044299.7032","byte/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","15801","15801","15801","True","-7","none","63.83","14.03","71.01","46.9","48","93.9","56.16","True","1790096493.1739","1790096501.6712","10.375","8.3481","8.5021","0.154","412549655094.5946","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","15801","15801","15801","True","-8","none","69.39","14.97","78.45","48.3","49","92.4","61.22","True","1790096511.6699","1790096519.2751","9.812","7.497","7.6093","0.1123","459384409151.9873","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2625","2613.4","2602","2617","15801","15801","15801","True","-11.6","none","71.74","22.43","78.81","49.2","50","93.4","62.46","True","1790096529.4539","1790096537.0826","9.844","7.5162","7.63","0.1138","458207601757.2506","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","14647.8","810","15801","True","-7","none","76.58","17.14","87.29","50.5","51","90.2","66.92","True","1790096547.3415","1790096554.6237","9.248","7.1603","7.2773","0.1171","480985910506.5341","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","15801","15801","15801","True","-7","none","81.94","16.51","92.73","52","53","92.5","70.93","True","1790096564.6186","1790096571.8812","9.28","7.148","7.2669","0.1189","481815811020.8247","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","2940","2940","2940","15801","15801","15801","False","-150","below","83.99","26.71","92.57","50.8","51","94.8","73.7","True","1790096582.0303","1790096589.287","9.281","7.1515","7.2497","0.0982","481574355499.9812","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
