"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235","1230","1237","16301","16301","16301","True","-2","none","56.95","17.04","61.35","43.9","44","97.5","51.68","True","13.409","11.0565","11.2292","0.1727","173323371088.99976","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"1395","1393.8","1387","1395","16301","16301","16301","True","-1.2","none","58.92","17.76","63.02","43.4","44","97.2","52.88","True","12.392","10.3148","10.4901","0.1753","185785998784.2764","FLOP/s","True","20","23","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","61.29","22.1","65.56","43.2","44","94.6","54.95","True","11.836","9.5649","9.701","0.1361","200351657092.8483","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","15389.8","810","16301","True","-7","none","64.4","14.4","71.98","43.6","44","93.4","56.94","True","10.778","8.9021","9.0396","0.1375","215267500720.1741","FLOP/s","True","17","20","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","71.34","16.17","79.75","44.3","45","94.2","63.34","True","10.75","8.4702","8.6057","0.1354","226244752957.267","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15332.8","810","16301","True","-8","none","79.35","17.32","86.21","44.9","46","89.1","69.54","True","10.187","8.252","8.3712","0.1192","232226851974.8123","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2167","2130.9","2130","2145","16301","16301","16301","False","-36.1","below","78.96","17.87","86.89","45.3","46","94.1","69.24","True","10.122","8.2133","8.3393","0.1261","233322403093.36154","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2317","2256.7","2250","2287","15268.3","810","16301","False","-60.3","below","77.6","17.77","88.16","45.5","46","92.6","68.78","True","10.157","8.1183","8.2619","0.1435","236051147361.78088","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2475","2426.1","2422","2460","16301","16301","16301","False","-48.9","below","83.12","34.88","89.99","46.1","47","94.3","73.17","True","10.235","8.0197","8.1293","0.1096","238954822426.04446","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2625","2551.2","2542","2610","15681","7001","16301","False","-73.8","below","81.44","19.32","90.46","46.1","47","92.6","72.09","True","10.219","7.9718","8.0769","0.105","240388794642.44037","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2782","2764.3","2760","2775","16301","16301","16301","True","-17.7","none","85","24.48","92.33","46.6","47","95.9","74.13","True","9.687","7.8834","7.9825","0.099","243084880816.8518","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","15681","7001","16301","True","-7","none","89.2","21.64","98.87","47.3","48","92.7","77.94","True","9.646","7.7712","7.8797","0.1085","246595158735.9886","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"3090","3015.5","3015","3022","16301","16301","16301","False","-74.5","below","96.67","42.1","103.89","48.4","49","97.4","84.4","True","9.603","7.7515","7.8422","0.0907","247221591330.50223","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
