"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.6","1230","1237","16301","16301","16301","True","-1.4","none","34.18","14.32","35.26","45.7","46","98.3","31.38","True","20.977","18.2729","18.5442","0.2713","3282414400852.5435","FLOP/s","True","35","39","0x0000000000000001;0x0000000000000000"
"1395","1394.2","1387","1395","16301","16301","16301","True","-0.8","none","37.54","18.33","38.99","44.5","45","95.1","34.02","True","18.828","16.2311","16.4912","0.2601","3695323852881.257","FLOP/s","True","31","35","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","39.81","23.22","40.88","43.9","44","98.4","35.7","True","17.221","14.7022","14.9555","0.2533","4079599276148.975","FLOP/s","True","28","32","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","45.07","30.13","46.3","44.6","45","98.7","39.79","True","15.59","13.3139","13.5002","0.1862","4504990975301.781","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","51.52","33.62","52.99","45.5","46","98.3","45.2","True","14.501","12.2514","12.4325","0.1812","4895716994863.135","FLOP/s","True","23","27","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","61.95","38.28","63.81","46.9","48","100","53.49","True","13.446","11.2958","11.4333","0.1374","5309851187634.697","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2147.1","2145","2152","16301","16301","16301","True","-19.9","none","64.48","40.73","66.38","47.4","48","99.3","55.28","True","12.882","10.6715","10.7894","0.1179","5620499235087.267","FLOP/s","True","20","24","0x0000000000000001;0x0000000000000000"
"2317","2286.6","2280","2287","16301","16301","16301","False","-30.4","below","66.59","43.12","68.76","47.7","48","99.6","56.74","True","12.37","10.1394","10.2791","0.1397","5915455353104.04","FLOP/s","True","19","23","0x0000000000000001;0x0000000000000000"
"2475","2459.1","2452","2460","16301","16301","16301","True","-15.9","none","69.2","19.32","72.96","48.6","49","100","58.12","True","11.842","9.3975","9.5405","0.143","6382466929325.716","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000000"
"2625","2592.6","2587","2595","16301","16301","16301","False","-32.4","below","67.52","7.94","75.24","48.4","50","94.3","59.37","True","11.3","8.9885","9.1209","0.1324","6672875958647.166","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","74.99","12.65","83.38","49.6","51","95.2","64.42","True","10.256","8.2198","8.3243","0.1045","7296900693940.487","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","15268.3","810","16301","True","-7","none","83.46","8.81","94.94","51.2","53","91.3","71.81","True","10.227","7.7877","7.8811","0.0934","7701745972955.459","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"3090","3015.5","3015","3022","16301","16301","16301","False","-74.5","below","91.71","10.59","103.91","52.4","54","93.3","78.01","True","9.68","7.557","7.6554","0.0983","7936870790166.778","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
