"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","16301","16301","16301","True","-0.8","none","55.51","34.98","57.01","47","48","97.3","51.14","True","20.902","18.1271","18.3805","0.2533","7278664269071.823","FLOP/s","True","35","39","0x0000000000000001;0x0000000000000000"
"1395","1387.8","1387","1395","16301","16301","16301","True","-7.2","none","59.87","39.09","62.47","47.3","48","98.2","54.63","True","18.565","15.9913","16.1995","0.2082","8250832726098.771","FLOP/s","True","31","35","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","67.07","38.6","70.08","47.9","49","98.9","60.37","True","17.012","14.4137","14.5993","0.1856","9153874654097.25","FLOP/s","True","28","32","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","75.04","39.56","78.75","49.5","50","98","66.42","True","15.04","12.6368","12.8321","0.1952","10441033843011.977","FLOP/s","True","24","28","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","88.31","40.33","92.43","51.6","52","99","77.73","True","14.36","11.7765","11.9032","0.1267","11203783286981.1","FLOP/s","True","22","27","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","104.71","55.47","110.27","54","56","98","90.19","True","12.837","10.6203","10.74","0.1198","12423556513923.549","FLOP/s","True","20","24","0x0000000000000001;0x0000000000000000"
"2167","2152","2152","2152","16301","16301","16301","True","-15","none","113.27","70.17","118.34","54.9","56","96.1","97.92","True","12.792","10.172","10.2951","0.1231","12971009503914.197","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2317","2290.6","2287","2295","16301","16301","16301","True","-26.4","none","115.57","42.4","123.7","56.2","57","99","98.97","True","12.2","9.6981","9.8204","0.1223","13604835364842.658","FLOP/s","True","18","23","0x0000000000000001;0x0000000000000000"
"2475","2460","2460","2460","16301","16301","16301","True","-15","none","125.81","77.25","130.92","57.9","59","99","105.77","True","11.195","8.9486","9.0778","0.1292","14744391383253.078","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2625","2603.1","2587","2617","16301","16301","16301","True","-21.9","none","129.08","51.37","140.39","58.8","61","97.5","107.88","True","10.748","8.3556","8.4833","0.1277","15790826083425.232","FLOP/s","True","15","20","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","142.49","80.36","153.08","60.7","62","99.3","116.97","True","10.146","7.64","7.7275","0.0875","17269834000631.004","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","163.4","68.61","180.57","64.7","67","99.2","132.52","True","9.672","7.1818","7.2752","0.0934","18371633202411.816","FLOP/s","True","13","18","0x0000000000000001;0x0000000000000000"
"3090","2976.5","2970","2977","16301","16301","16301","False","-113.5","below","173.58","116.53","181.47","65.6","67","96.9","141.2","True","9.556","7.1794","7.2682","0.0888","18377823543684.945","FLOP/s","True","13","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
