target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.1,331.3175243046041,50.91,13079.3,1790105679.237,1790105689.0124,0.72,1245.0,20,-420
1395,1393.1,347.96174160642954,51.82,13036.8,1790105699.236,1790105708.5454,0.72,1350.0,19,-420
1545,1537.0,361.0771664889714,52.47,13036.8,1790105718.8252,1790105727.8286,0.72,1462.0,18,-420
1702,1695.0,372.72526802330515,56.32,12989.1,1790105737.7018,1790105746.3928,0.76,1635.0,17,-420
1852,1845.0,376.46328430369016,60.04,13801.0,1790105756.1134,1790105764.7222,0.795,1770.0,17,-420
2010,2002.0,377.5751896573179,63.23,13801.0,1790105774.6292,1790105783.2163,0.84,1935.0,17,-420
2167,2152.5,377.7340722310812,65.62,13801.0,1790105792.9107,1790105801.4892,0.845,1957.0,17,-420
2317,2310.0,377.9373126320216,66.79,12989.1,1790105811.3722,1790105819.9397,0.89,2085.0,17,-420
2475,2467.0,377.95131042234465,72.17,13801.0,1790105829.6727,1790105838.2637,0.93,2212.0,17,-420
2625,2617.0,378.029812127314,79.06,13801.0,1790105848.1333,1790105856.7297,0.98,2340.0,17,-420
2782,2752.9,378.00009151575756,86.43,13801.0,1790105866.9368,1790105875.5061,1.02,2430.0,18,-420
2932,2752.9,378.0482449253101,86.51,13801.0,1790105885.4552,1790105894.0208,1.025,2430.0,17,-420
3090,2753.9,377.9107429521748,83.57,12989.1,1790105903.8519,1790105912.4273,1.025,2430.0,17,-420
