target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,8371.440751410124,61.66,13801.0,1790108837.5897,1790108853.5621,0.72,1252.0,32,-420
1395,1387.0,9478.267639922544,67.29,13801.0,1790108864.1661,1790108878.3084,0.72,1327.0,28,-420
1545,1537.0,10465.91927963031,75.11,13801.0,1790108888.8744,1790108901.72,0.72,1455.0,26,-420
1702,1695.0,11596.126099302757,85.3,13801.0,1790108912.1801,1790108923.7078,0.755,1612.0,22,-420
1852,1845.0,12621.503919910168,100.74,13801.0,1790108934.3226,1790108944.9257,0.795,1792.0,22,-420
2010,2002.0,13710.358097496604,120.8,13801.0,1790108955.3265,1790108965.0917,0.84,1942.0,20,-420
2167,2160.0,14583.088760041386,126.7,13801.0,1790108975.4356,1790108984.6427,0.84,1950.0,19,-420
2317,2310.0,15855.940858991979,146.53,13801.0,1790108994.917,1790109003.378,0.89,2107.0,17,-420
2475,2443.1,16747.225758629727,175.19,13801.0,1790109013.7936,1790109021.7946,0.935,2235.0,16,-420
2625,2450.1,16733.11293472222,171.54,13801.0,1790109032.1514,1790109040.1541,0.93,2242.0,16,-420
2782,2447.0,16718.003640226147,170.96,13801.0,1790109050.5878,1790109058.586,0.935,2238.5,16,-420
2932,2446.4,16712.956404847602,173.27,13801.0,1790109068.989,1790109076.9967,0.93,2242.0,16,-420
3090,2440.4,16709.301952944086,173.31,13801.0,1790109087.4547,1790109095.4644,0.93,2238.5,16,-420
