target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.6,1819.7974652709675,73.0,13801.0,1790110219.1499,1790110228.6903,0.72,1245.0,19,-420
1395,1392.6,1919.98456905952,75.78,13801.0,1790110238.7175,1790110247.7658,0.72,1320.0,18,-420
1545,1537.0,1841.4786116439836,72.52,13079.3,1790110257.6745,1790110267.0921,0.72,1440.0,19,-420
1702,1695.0,1867.611251231405,77.82,13812.8,1790110276.9558,1790110286.2617,0.755,1612.0,19,-420
1852,1845.0,2016.201523456554,86.18,12989.1,1790110296.5212,1790110305.1557,0.795,1785.0,17,-420
2010,2002.0,2053.4943175866424,97.58,13801.0,1790110315.3369,1790110323.8054,0.84,1942.0,17,-420
2167,2152.5,2052.66662328392,99.95,12989.1,1790110333.6959,1790110342.1842,0.845,1957.0,17,-420
2317,2310.0,2052.771452615767,103.77,12989.1,1790110352.1274,1790110360.6014,0.885,2085.0,17,-420
2475,2467.0,2052.5608934514344,113.76,12989.1,1790110370.482,1790110378.9633,0.93,2212.0,17,-420
2625,2617.0,2050.8655822410915,127.39,13801.0,1790110388.8141,1790110397.29,0.98,2332.0,17,-420
2782,2745.9,2050.5311129831166,141.34,13801.0,1790110407.248,1790110415.7485,1.02,2415.0,17,-420
2932,2745.4,2050.9703014579136,143.71,13801.0,1790110425.624,1790110434.1043,1.02,2415.0,17,-420
3090,2746.4,2050.9178790429346,137.29,12989.1,1790110444.1407,1790110452.6524,1.02,2415.0,17,-420
