target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.9,190.59427771027538,58.3,13801.0,1790106494.0025,1790106504.1841,0.72,1245.0,21,-420
1395,1393.2,200.86950914811376,59.65,13801.0,1790106514.0676,1790106523.7391,0.72,1342.0,19,-420
1545,1537.0,209.0111133581909,60.44,13801.0,1790106533.7329,1790106543.0526,0.72,1462.0,19,-420
1702,1695.0,215.943220643054,65.73,13801.0,1790106553.1529,1790106562.1746,0.76,1635.0,18,-420
1852,1845.0,220.1304441088405,70.17,13801.0,1790106572.0352,1790106580.8712,0.795,1777.0,18,-420
2010,2002.0,223.46774097955046,75.44,12989.1,1790106591.0595,1790106599.767,0.84,1935.0,18,-420
2167,2153.0,225.22038309576732,77.47,12989.1,1790106609.9529,1790106618.6082,0.845,1957.0,17,-420
2317,2310.0,227.51959788563943,79.14,12989.1,1790106628.4369,1790106637.003,0.885,2085.0,17,-420
2475,2467.0,229.22286254624493,84.96,12989.1,1790106646.9648,1790106655.4542,0.93,2212.0,17,-420
2625,2617.0,230.46553679304975,96.78,13801.0,1790106665.2305,1790106673.7019,0.98,2340.0,17,-420
2782,2753.4,231.38443280081307,103.58,13801.0,1790106683.7363,1790106692.1788,1.02,2430.0,17,-420
2932,2753.4,231.42417023274544,104.72,13801.0,1790106702.1763,1790106710.5985,1.02,2430.0,16,-420
3090,2753.4,231.41508483052925,104.62,12989.1,1790106720.575,1790106729.0127,1.02,2430.0,17,-420
