"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","13812.8","13801","14001","True","-0.8","none","60.86","10.7","67.25","43.2","44","94.3","53.81","True","1790106225.7911","1790106235.1316","11.486","9.2181","9.3402","0.1221","338454507209.64484","byte/s","True","17","21","0x0000000000000400"
"1395","1392.2","1387","1395","13036.8","810","13801","True","-2.8","none","62.15","10.89","68.72","42.8","43","94.1","54.48","True","1790106245.3422","1790106254.2982","10.89","8.8188","8.9491","0.1303","353779076760.2806","byte/s","True","17","20","0x0000000000000400"
"1545","1537","1537","1537","13813.5","13801","14001","True","-8","none","63.39","11.15","70.71","42.7","43","93.9","55.82","True","1790106264.2855","1790106272.9393","10.906","8.5151","8.6536","0.1385","366394953519.8304","byte/s","True","16","20","0x0000000000000400"
"1702","1695","1695","1695","13801","13801","13801","True","-7","none","68.5","17.53","74.98","43.2","44","96.4","59.67","True","1790106283.1573","1790106291.7128","10.333","8.4109","8.5511","0.1402","370937370324.087","byte/s","True","16","19","0x0000000000000400"
"1852","1845","1845","1845","13801","13801","13801","True","-7","none","73.96","20.05","80.34","43.6","44","95.4","64.32","True","1790106301.6237","1790106310.1369","10.344","8.3913","8.513","0.1216","371800862324.9891","byte/s","True","16","19","0x0000000000000400"
"2010","2002","2002","2002","12989.1","810","13801","True","-8","none","80.22","13.5","86.9","44.5","45","93.8","69.81","True","1790106319.9242","1790106328.434","10.313","8.39","8.5103","0.1202","371858449093.21893","byte/s","True","16","19","0x0000000000000400"
"2167","2152.5","2152","2160","12989.1","810","13801","True","-14.5","none","78.95","12.96","88.15","44.6","46","93.8","68.59","True","1790106338.373","1790106346.8874","10.345","8.3923","8.5141","0.1218","371756568768.4248","byte/s","True","16","19","0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","84.06","14.02","93.07","45.4","46","94.4","72.96","True","1790106356.7619","1790106365.2949","10.368","8.3942","8.5311","0.1369","371673835698.7788","byte/s","True","16","19","0x0000000000000400"
"2475","2467","2467","2467","13801","13801","13801","True","-8","none","90.19","20.11","99.33","46.7","48","96.1","78.33","True","1790106375.181","1790106383.734","10.342","8.3906","8.5585","0.1679","371831791669.10156","byte/s","True","16","19","0x0000000000000400"
"2625","2617","2617","2617","13801","13801","13801","True","-8","none","103.61","42.61","110.96","48.4","49","98.7","90.66","True","1790106393.4826","1790106402.029","10.347","8.3958","8.5397","0.1439","371601496040.7762","byte/s","True","16","19","0x0000000000000400"
"2782","2754.4","2752","2775","12989.1","810","13801","True","-27.6","none","104.95","18.32","118.93","49.4","51","93.1","91.33","True","1790106411.9696","1790106420.5172","10.36","8.3952","8.5462","0.151","371628753465.8139","byte/s","True","16","19","0x0000000000000400"
"2932","2753.9","2752","2775","12989.1","810","13801","False","-178.1","below","106.44","18.58","119.07","49.9","51","93.8","92.59","True","1790106430.3886","1790106438.9189","10.327","8.3969","8.5302","0.1333","371555608315.9581","byte/s","True","16","19","0x0000000000000400"
"3090","2750.3","2745","2760","13801","13801","13801","False","-339.7","below","108.04","21.85","119.35","50.7","52","95.1","94.55","True","1790106448.7412","1790106457.2769","10.328","8.3984","8.5395","0.1411","371486287085.0389","byte/s","True","16","19","0x0000000000000400"
