"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.5","1230","1237","13801","13801","13801","True","-1.5","none","56.4","10.47","61.77","41.8","42","94.9","50.23","True","1790109946.8251","1790109957.0301","12.516","10.0569","10.2066","0.1497","190550349742.49722","FLOP/s","True","19","23","0x0000000000000400"
"1395","1393.2","1387","1395","13801","13801","13801","True","-1.8","none","58.33","10.7","63.77","41.6","42","94.6","51.53","True","1790109967.3202","1790109977.001","11.42","9.5359","9.6813","0.1454","200959898831.7809","FLOP/s","True","18","21","0x0000000000000400"
"1545","1537","1537","1537","13801","13801","13801","True","-8","none","60.05","11.96","65.77","41.6","42","95.4","53.08","True","1790109986.7892","1790109996.1","11.437","9.1706","9.3127","0.1422","208967032210.95694","FLOP/s","True","17","21","0x0000000000000400"
"1702","1695","1695","1695","13801","13801","13801","True","-7","none","65.04","13.83","70.81","41.9","43","97.2","57.11","True","1790110006.2492","1790110015.2547","10.906","8.871","9.0089","0.1379","216022718495.25958","FLOP/s","True","17","20","0x0000000000000400"
"1852","1845","1845","1845","13801","13801","13801","True","-7","none","68.17","13.08","74.86","42.5","43","94.4","60.13","True","1790110025.2977","1790110034.12","10.892","8.7028","8.8247","0.1219","220199500169.98975","FLOP/s","True","16","20","0x0000000000000400"
"2010","2002","2002","2002","13801","13801","13801","True","-8","none","75.35","21.81","81.71","43.5","44","95.8","65.56","True","1790110044.1389","1790110052.848","10.373","8.5743","8.7067","0.1324","223497717975.0432","FLOP/s","True","16","19","0x0000000000000400"
"2167","2152.5","2152","2160","13801","13801","13801","True","-14.5","none","77.2","24.11","83.39","43.9","45","95.9","68.38","True","1790110062.6241","1790110071.2822","10.918","8.5084","8.659","0.1506","225228647109.36996","FLOP/s","True","16","20","0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","81.79","25.23","89.13","44.4","45","94.7","71.25","True","1790110081.6221","1790110090.1881","10.384","8.4256","8.5666","0.141","227443396902.94815","FLOP/s","True","16","19","0x0000000000000400"
"2475","2467","2467","2467","12989.1","810","13801","True","-8","none","85.79","14.8","95.84","45.4","47","91.6","74.6","True","1790110099.9648","1790110108.4865","10.376","8.362","8.5248","0.1628","229172431947.71826","FLOP/s","True","16","19","0x0000000000000400"
"2625","2617","2617","2617","12989.1","810","13801","True","-8","none","94.46","19.29","105.61","47.1","48","93.8","82.59","True","1790110118.3975","1790110126.8724","10.392","8.3129","8.4764","0.1635","230525628026.8578","FLOP/s","True","16","19","0x0000000000000400"
"2782","2753.5","2752","2775","13801","13801","13801","True","-28.5","none","102.78","18.39","114.14","48.3","50","93.6","90.04","True","1790110136.7959","1790110145.2416","10.354","8.281","8.4383","0.1574","231415791851.0951","FLOP/s","True","15","19","0x0000000000000400"
"2932","2753.4","2752","2775","13801","13801","13801","False","-178.6","below","103.11","18.69","114.38","49","50","93.9","90.21","True","1790110155.3342","1790110163.7513","10.325","8.2798","8.4194","0.1396","231448129380.33698","FLOP/s","True","16","19","0x0000000000000400"
"3090","2753.5","2752","2775","13801","13801","13801","False","-336.5","below","105.37","37.23","114.5","49.6","51","95.4","92.65","True","1790110173.6158","1790110182.0359","10.367","8.2805","8.4212","0.1407","231427909679.6987","FLOP/s","True","15","19","0x0000000000000400"
