target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.2,339.9010696213867,54.11,15440.4,1790100335.5688,1790100345.0879,0.72,1245.0,19,-420
1395,1393.1,359.0986785168354,56.09,16301.0,1790100354.9974,1790100364.0098,0.72,1320.0,18,-420
1545,1544.0,366.374951706717,55.73,15332.8,1790100374.0318,1790100382.8764,0.72,1342.0,18,-420
1702,1699.3,365.8818645862966,56.31,15332.8,1790100392.8784,1790100401.7358,0.72,1350.0,17,-420
1852,1847.5,362.0373077858189,54.9,15332.8,1790100411.8936,1790100420.8653,0.725,1335.0,17,-420
2010,2002.0,388.6861735170886,55.88,15268.3,1790100430.8287,1790100439.2031,0.725,1447.0,17,-420
2167,2160.0,412.5155139175136,60.86,15268.3,1790100449.3119,1790100457.1705,0.755,1597.0,16,-420
2317,2310.0,431.58498463391913,66.1,16301.0,1790100467.0959,1790100474.5902,0.795,1770.0,15,-420
2475,2467.0,441.6865968749112,68.54,15194.5,1790100484.4766,1790100491.8201,0.845,1935.0,14,-420
2625,2591.2,441.6044946705138,69.2,16301.0,1790100501.6976,1790100509.0387,0.8425,1935.0,14,-420
2782,2775.0,445.7678511136851,74.78,16301.0,1790100519.0824,1790100526.36,0.885,2085.0,15,-420
2932,2925.0,446.5212906932273,78.81,16316.4,1790100536.2613,1790100543.5267,0.92,2190.0,15,-420
3090,3000.0,446.913789364036,80.16,16301.0,1790100553.6148,1790100560.8399,0.92,2190.0,14,-420
