target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.4,291.77835689139033,50.55,15596.9,1790100597.9878,1790100609.9708,0.725,1230.0,24,-420
1395,1393.5,312.5151425564116,51.39,16301.0,1790100620.2256,1790100631.4184,0.72,1316.0,22,-420
1545,1543.0,317.9091282787261,51.37,15526.4,1790100641.3832,1790100652.4147,0.72,1342.0,22,-420
1702,1700.0,316.98006720907335,52.8,15563.3,1790100662.5811,1790100673.6375,0.72,1350.0,22,-420
1852,1846.4,315.8828163901266,53.35,16301.0,1790100683.5625,1790100694.6334,0.72,1342.0,22,-420
2010,2002.0,336.45594868919926,54.52,16301.0,1790100704.6591,1790100715.0487,0.72,1440.0,20,-420
2167,2160.0,377.39310953818415,58.75,16312.8,1790100725.3464,1790100734.6107,0.755,1612.0,18,-420
2317,2310.0,417.4073556556468,64.36,16313.5,1790100744.8427,1790100753.2328,0.795,1785.0,16,-420
2475,2467.0,457.9757331636773,71.13,16301.0,1790100763.1727,1790100770.8089,0.845,1942.0,15,-420
2625,2616.5,458.2629073460567,70.46,15194.5,1790100780.9315,1790100788.5601,0.84,1942.0,16,-420
2782,2775.0,496.4154523405882,77.69,15109.4,1790100798.8995,1790100805.9526,0.885,2085.0,14,-420
2932,2925.0,497.14422113434443,85.03,16301.0,1790100816.1179,1790100823.1699,0.92,2190.0,14,-420
3090,3013.8,497.20422956807766,81.48,15109.4,1790100833.4422,1790100840.5053,0.92,2190.0,14,-420
