"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","15440.4","810","16301","True","-0.8","none","54.11","10.82","58.67","42.8","43","91.1","47.95","True","1790100335.5688","1790100345.0879","11.449","9.391","9.5223","0.1313","339901069621.38666","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"1395","1393.1","1387","1395","16301","16301","16301","True","-1.9","none","56.09","21.42","59.91","41.9","42","97","49.33","True","1790100354.9974","1790100364.0098","10.907","8.8889","9.0134","0.1245","359098678516.8354","byte/s","True","17","20","0x0000000000000001;0x0000000000000000"
"1545","1544","1537","1545","15332.8","810","16301","True","-1","none","55.73","11.41","60.51","40.9","41","92.1","49.49","True","1790100374.0318","1790100382.8764","10.896","8.7124","8.8459","0.1335","366374951706.71704","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1702","1699.3","1687","1702","15332.8","810","16301","True","-2.7","none","56.31","10.74","60.88","40","41","93.8","49.72","True","1790100392.8784","1790100401.7358","10.944","8.7241","8.8582","0.1341","365881864586.29663","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1852","1847.5","1822","1852","15332.8","810","16301","True","-4.5","none","54.9","11","60.9","39.8","40","93.8","48.73","True","1790100411.8936","1790100420.8653","10.922","8.8168","8.9744","0.1576","362037307785.8189","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15268.3","810","16301","True","-8","none","55.88","11","63.07","39.7","40","93.3","49.27","True","1790100430.8287","1790100439.2031","10.337","8.2123","8.3737","0.1614","388686173517.0886","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","15268.3","810","16301","True","-7","none","60.86","11.41","68.39","39.7","40","93","52.63","True","1790100449.3119","1790100457.1705","9.844","7.7379","7.8583","0.1205","412515513917.5136","byte/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","66.1","18.01","72.5","40.1","41","93.9","56.55","True","1790100467.0959","1790100474.5902","9.233","7.396","7.4983","0.1023","431584984633.9191","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","15194.5","810","16301","True","-8","none","68.54","13.65","77.52","40.6","41","90.4","58.96","True","1790100484.4766","1790100491.8201","9.257","7.2268","7.3442","0.1173","441686596874.9112","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2625","2591.2","2587","2602","16301","16301","16301","False","-33.8","below","69.2","13.5","77.75","40.6","41","94.5","59.62","True","1790100501.6976","1790100509.0387","9.257","7.2282","7.3422","0.114","441604494670.5138","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","74.78","22.05","82.19","41.4","42","93.9","64.54","True","1790100519.0824","1790100526.36","9.22","7.1607","7.2795","0.1189","445767851113.68506","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16316.4","16301","16501","True","-7","none","78.81","17.1","88.83","42","43","92.5","68.35","True","1790100536.2613","1790100543.5267","9.279","7.1486","7.2615","0.1129","446521290693.2273","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","3000","3000","3000","16301","16301","16301","False","-90","below","80.16","21.45","89.09","42.2","43","95.2","68.99","True","1790100553.6148","1790100560.8399","9.256","7.1423","7.2308","0.0885","446913789364.036","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
