target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.1,3377.5116995527524,35.55,16301.0,1790102821.8056,1790102839.794,0.72,1245.0,35,-420
1395,1393.4,3805.0966951960263,39.01,16301.0,1790102850.5108,1790102866.5607,0.72,1320.0,31,-420
1545,1542.9,4207.407308559363,41.19,16301.0,1790102877.0582,1790102891.4805,0.72,1350.0,29,-420
1702,1699.1,4626.956904173937,42.89,16301.0,1790102901.8742,1790102915.0014,0.72,1350.0,26,-420
1852,1849.1,5026.352558666664,44.15,16301.0,1790102925.2026,1790102937.2971,0.72,1342.0,24,-420
2010,2002.0,5442.279907709906,47.53,16301.0,1790102947.8543,1790102959.0276,0.72,1440.0,22,-420
2167,2160.0,5880.42649713084,55.01,16301.0,1790102969.475,1790102979.8113,0.755,1605.0,20,-420
2317,2310.0,6283.45687540691,63.66,16301.0,1790102989.9914,1790102999.6784,0.795,1777.0,20,-420
2475,2467.0,6710.833464788781,71.64,16301.0,1790103010.0117,1790103019.0983,0.84,1942.0,18,-420
2625,2602.0,7018.483107073835,72.11,16301.0,1790103029.408,1790103038.0936,0.84,1942.0,17,-420
2782,2775.0,7540.067285560841,87.99,16301.0,1790103048.4108,1790103056.4759,0.885,2085.0,16,-420
2932,2925.0,7928.814955297942,99.14,16301.0,1790103066.8484,1790103074.527,0.92,2190.0,16,-420
3090,3007.0,8115.032983159093,102.53,16301.0,1790103084.6829,1790103092.1858,0.92,2190.0,15,-420
