"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","16301","16301","16301","True","-0.8","none","59.96","18.85","64.48","40.1","41","96.6","53.41","True","1790101136.6684","1790101146.5084","12.046","9.7069","9.8385","0.1316","197420418081.9898","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"1395","1393.1","1387","1395","16301","16301","16301","True","-1.9","none","61.06","13.54","66.8","40.3","41","98.4","54.24","True","1790101156.7801","1790101166.0692","11.437","9.1391","9.2919","0.1528","209685216971.7124","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"1545","1540.8","1537","1545","16301","16301","16301","True","-4.2","none","62.38","13.43","68.14","40.4","41","98.5","54.74","True","1790101176.2771","1790101185.3127","10.891","8.8819","9.0405","0.1587","215758540868.47882","FLOP/s","True","17","20","0x0000000000000001;0x0000000000000000"
"1702","1696.6","1687","1702","16301","16301","16301","True","-5.4","none","62.76","15.02","68.58","40.6","42","97.4","55.12","True","1790101195.236","1790101204.1525","10.875","8.7709","8.9135","0.1425","218487779017.4411","FLOP/s","True","17","20","0x0000000000000001;0x0000000000000000"
"1852","1844.9","1822","1852","15332.8","810","16301","True","-7.1","none","64.01","11.08","69.35","42.1","43","91.2","56.24","True","1790101214.0598","1790101222.8714","10.89","8.6572","8.8091","0.1519","221358021140.66562","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15332.8","810","16301","True","-8","none","63.06","11.02","71.33","43.5","44","91.1","54.92","True","1790101233.0522","1790101241.435","10.344","8.2448","8.3883","0.1435","232431025515.23727","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","15268.3","810","16301","True","-7","none","68.64","11.69","77.83","45.4","46","93.3","59.15","True","1790101251.4726","1790101259.3597","9.813","7.7728","7.8912","0.1184","246544778793.88605","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","77.8","20.24","85.72","47.3","48","97.4","67.35","True","1790101269.2091","1790101276.8407","9.778","7.5058","7.6283","0.1225","255314149372.14474","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","15194.5","810","16301","True","-8","none","85.69","14.9","94.19","48.9","50","92.9","73.17","True","1790101287.0337","1790101294.4953","9.2","7.3524","7.4563","0.1039","260640313733.02975","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2625","2596","2595","2602","16315.3","16301","16501","True","-29","none","83.69","13.64","95.17","50.3","52","93","71.56","True","1790101304.4084","1790101311.8312","9.228","7.3175","7.4237","0.1061","261883247627.46558","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","91.82","24.49","101.86","52.2","53","96.1","78.67","True","1790101321.7089","1790101329.0455","9.242","7.2231","7.3349","0.1118","265306831658.34985","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","95.78","17.8","108.82","52","53","92.5","82.87","True","1790101338.8619","1790101346.1297","9.259","7.1721","7.2692","0.0971","267192276256.16516","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","3000","3000","3000","16301","16301","16301","False","-90","below","98.78","30.08","108.85","51.2","52","94.6","85.45","True","1790101356.1873","1790101363.4499","9.24","7.1552","7.2601","0.1049","267826379022.4548","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
