"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1234.9","1230","1237","15389.8","810","16301","True","-2.1","none","79.41","10.56","89.31","44.6","46","86.5","69.62","True","1790101661.2138","1790101670.2823","11.454","8.9161","9.0675","0.1515","3820147068138.097","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"1395","1390","1387","1395","15332.8","810","16301","True","-5","none","82.93","11.41","93.71","45","46","90.9","71.83","True","1790101680.7122","1790101689.2226","10.389","8.3594","8.5101","0.1507","4074529456049.055","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000004"
"1545","1537","1537","1537","15332.8","810","16301","True","-8","none","83.42","10.78","95.19","45.4","46","91.6","72.05","True","1790101699.1366","1790101707.4505","10.35","8.156","8.3098","0.1539","4176171402519.0713","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000004"
"1702","1694.1","1680","1695","15332.8","810","16301","True","-7.9","none","84.18","10.98","94.92","45.6","47","93.9","72.81","True","1790101717.5471","1790101725.9102","10.31","8.2103","8.368","0.1577","4148528183835.4956","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"1852","1843.6","1822","1845","16301","16301","16301","True","-8.4","none","85.83","11.98","95.29","45.9","47","95.6","74.17","True","1790101735.9189","1790101744.3063","10.358","8.2381","8.3867","0.1486","4134544839397.949","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","89.04","20.34","98.29","46.1","47","94.8","76.1","True","1790101754.3108","1790101762.2487","9.798","7.832","7.9365","0.1044","4348890468085.5776","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","15194.5","810","16301","True","-7","none","95.24","11.68","110.25","47.4","49","92.9","80.52","True","1790101772.0673","1790101779.5488","9.238","7.3788","7.4823","0.1035","4616034008042.626","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","107.35","17.91","121.34","49","50","93.5","91.2","True","1790101789.364","1790101796.633","9.249","7.1665","7.2692","0.1027","4752779537034.04","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","15109.4","810","16301","True","-8","none","120.17","15.29","133.14","50.3","52","92.3","102.23","True","1790101806.6391","1790101813.8516","9.265","7.1043","7.2109","0.1065","4794348339496.472","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2625","2590.6","2587","2602","15109.4","810","16301","False","-34.4","below","115.51","13.19","133.47","50.8","53","92.3","98.35","True","1790101824.0436","1790101831.2491","9.266","7.1109","7.205","0.094","4789909124885.715","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","128.5","31.45","142.7","52.3","54","92.7","109.27","True","1790101841.2769","1790101848.4906","9.236","7.1028","7.2108","0.1079","4795363727112.079","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2917.6","2917","2925","15109.4","810","16301","True","-14.4","none","129.99","18.23","153.25","53.8","56","92.3","111.24","True","1790101858.6466","1790101865.8642","9.298","7.1057","7.2176","0.1119","4793437806185.812","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","2988.3","2985","3007","16301","16301","16301","False","-101.7","below","135.39","19.18","153.59","54.6","56","94.3","115.07","True","1790101875.8901","1790101883.1142","9.221","7.1096","7.2254","0.1159","4790814409642.078","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
