"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","16301","16301","16301","True","-1.2","none","43.71","22.07","45.16","41.5","42","98.1","40.31","True","1790103129.8603","1790103148.2345","21.267","18.1013","18.3808","0.2795","2861787442766.4756","FLOP/s","True","34","39","0x0000000000000001;0x0000000000000000"
"1395","1393.1","1387","1395","16301","16301","16301","True","-1.9","none","47.6","34.77","48.58","42","43","99.6","43.5","True","1790103159.0254","1790103175.327","18.988","16.0562","16.3027","0.2465","3226291420608.8354","FLOP/s","True","30","35","0x0000000000000001;0x0000000000000000"
"1545","1540.9","1537","1545","16301","16301","16301","True","-4.1","none","50.34","31.77","51.69","42.7","43","98.9","45.47","True","1790103186.0939","1790103200.8166","17.403","14.4921","14.7231","0.231","3574516388437.7427","FLOP/s","True","27","32","0x0000000000000001;0x0000000000000000"
"1702","1696.5","1695","1702","16301","16301","16301","True","-5.5","none","54.98","37.3","56.47","43.2","44","98.6","49.13","True","1790103211.4172","1790103224.7744","15.806","13.1548","13.3571","0.2023","3937895790409.882","FLOP/s","True","24","29","0x0000000000000001;0x0000000000000000"
"1852","1845.3","1845","1852","16301","16301","16301","True","-6.7","none","58.62","25.45","60.99","44.4","45","100","51.71","True","1790103235.2303","1790103247.5198","14.692","12.094","12.2869","0.1929","4283289849921.2964","FLOP/s","True","22","27","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","63.71","36.47","66.12","46.8","48","97.3","55.32","True","1790103258.0228","1790103269.3489","13.623","11.1656","11.3289","0.1633","4639445787505.65","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","71.74","29.68","75.99","49.7","51","98.5","62","True","1790103279.6606","1790103290.192","13.03","10.338","10.532","0.1941","5010850648789.335","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","85.47","33.27","90.31","53","54","100","72.26","True","1790103300.6416","1790103310.4673","11.986","9.6759","9.8292","0.1533","5353738416362.109","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","100.3","30.57","106.16","54.2","55","100","83.78","True","1790103320.7321","1790103329.9307","11.407","9.0574","9.1989","0.1415","5719309508649.258","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","16301","16301","16301","True","-8","none","103.78","45.24","110.56","54.2","55","98.1","85.75","True","1790103340.0707","1790103348.8351","10.882","8.6374","8.7643","0.1269","5997417677317.836","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","118.45","55.81","125.28","56.3","57","100","97.12","True","1790103358.9727","1790103367.1276","10.314","8.0577","8.1529","0.0952","6428906964233.386","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","135.26","74.32","143.4","58.7","60","98.6","111.12","True","1790103377.399","1790103385.2002","10.332","7.6678","7.8028","0.135","6755827313099.204","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"3090","2987.4","2977","3015","16301","16301","16301","False","-102.6","below","139.56","93.55","145.74","59.4","61","96.7","113.66","True","1790103395.7004","1790103403.3532","9.747","7.5435","7.6521","0.1086","6867122256414.746","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
