target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,2861.7874427664756,43.71,16301.0,1790103129.8603,1790103148.2345,0.72,1245.0,36,-420
1395,1393.1,3226.2914206088353,47.6,16301.0,1790103159.0254,1790103175.327,0.72,1320.0,33,-420
1545,1540.9,3574.5163884377425,50.34,16301.0,1790103186.0939,1790103200.8166,0.72,1342.0,30,-420
1702,1696.5,3937.895790409882,54.98,16301.0,1790103211.4172,1790103224.7744,0.72,1342.0,26,-420
1852,1845.3,4283.289849921296,58.62,16301.0,1790103235.2303,1790103247.5198,0.72,1342.0,25,-420
2010,2002.0,4639.4457875056505,63.71,16301.0,1790103258.0228,1790103269.3489,0.72,1455.0,23,-420
2167,2160.0,5010.850648789335,71.74,16301.0,1790103279.6606,1790103290.192,0.755,1612.0,21,-420
2317,2310.0,5353.738416362109,85.47,16301.0,1790103300.6416,1790103310.4673,0.79,1770.0,20,-420
2475,2467.0,5719.309508649258,100.3,16301.0,1790103320.7321,1790103329.9307,0.8425,1942.0,18,-420
2625,2617.0,5997.417677317836,103.78,16301.0,1790103340.0707,1790103348.8351,0.84,1942.0,18,-420
2782,2775.0,6428.906964233386,118.45,16301.0,1790103358.9727,1790103367.1276,0.885,2085.0,16,-420
2932,2925.0,6755.827313099204,135.26,16301.0,1790103377.399,1790103385.2002,0.92,2190.0,16,-420
3090,2987.4,6867.1222564147465,139.56,16301.0,1790103395.7004,1790103403.3532,0.925,2190.0,16,-420
