target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,349.6915931775486,63.83,16301.0,1790100877.7293,1790100886.7929,0.72,1245.0,18,-420
1395,1393.0,375.75261655081886,66.86,16301.0,1790100896.7393,1790100905.1735,0.72,1320.0,17,-420
1545,1537.0,386.04784582339636,68.01,16301.0,1790100915.1353,1790100923.3734,0.72,1342.0,16,-420
1702,1694.0,383.6168831636786,65.29,15268.3,1790100933.5052,1790100941.7792,0.72,1342.0,17,-420
1852,1843.5,382.21293689296454,66.34,15268.3,1790100951.853,1790100960.1704,0.72,1342.0,16,-420
2010,2002.0,403.1217929459969,70.22,16301.0,1790100970.1242,1790100977.9758,0.72,1462.0,16,-420
2167,2160.0,422.5876393703754,73.07,15194.5,1790100988.0463,1790100995.5282,0.755,1605.0,15,-420
2317,2310.0,433.64161716173936,80.22,16301.0,1790101005.8223,1790101013.127,0.795,1770.0,14,-420
2475,2467.0,437.70098770465603,88.08,16301.0,1790101023.2728,1790101030.4988,0.84,1935.0,15,-420
2625,2594.9,437.7198157078428,85.09,15109.4,1790101040.466,1790101047.6989,0.84,1942.0,14,-420
2782,2775.0,439.295765327162,91.89,16301.0,1790101057.7812,1790101064.9969,0.885,2085.0,14,-420
2932,2924.4,439.35945392957797,101.0,15109.4,1790101075.0935,1790101082.3143,0.92,2190.0,15,-420
3090,2993.2,439.31637626620414,98.49,15109.4,1790101092.3911,1790101099.605,0.92,2190.0,14,-420
