"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1402","1400.8","1395","1402","15655.5","810","16301","True","-1.2","none","50.75","12.06","55.04","37.3","38","93.5","46.58","True","15.444","12.7369","12.9749","0.238","303486743895.6238","byte/s","True","24","28","0x0000000000000001;0x0000000000000000"
"1477","1470","1470","1470","15627.5","810","16301","True","-7","none","52.58","12.5","57.01","39.2","40","93.7","47.97","True","14.267","11.94","12.1371","0.1972","323742584770.5591","byte/s","True","23","26","0x0000000000000001;0x0000000000000000"
"1560","1552","1552","1552","15596.9","810","16301","True","-8","none","54.68","12.95","59.36","40.6","42","93","49.72","True","13.703","11.3429","11.5345","0.1916","340782988745.3112","byte/s","True","22","25","0x0000000000000001;0x0000000000000000"
"1635","1627","1627","1627","16301","16301","16301","True","-8","none","57.5","15.86","61.54","42.2","43","98.9","51.93","True","13.716","11.0175","11.2169","0.1994","350848094606.7972","byte/s","True","21","25","0x0000000000000001;0x0000000000000000"
"1710","1702","1702","1702","15526.4","810","16301","True","-8","none","59.13","14.31","65.08","43.6","44","92.4","53.7","True","13.155","10.5047","10.6962","0.1915","367975835088.9416","byte/s","True","20","24","0x0000000000000001;0x0000000000000000"
"1792","1785","1785","1785","15485.7","810","16301","True","-7","none","63.06","15.44","67.86","44.8","46","90.4","57.06","True","12.627","10.1299","10.3192","0.1893","381588813703.0246","byte/s","True","19","23","0x0000000000000001;0x0000000000000000"
"1867","1860","1860","1860","16311.5","16301","16501","True","-7","none","65.63","16.63","71.62","46.3","47","92.2","58.96","True","12.093","9.7839","9.9454","0.1614","395083119804.8548","byte/s","True","19","22","0x0000000000000001;0x0000000000000000"
"1942","1935","1935","1935","15440.4","810","16301","True","-7","none","66.27","17.49","73.89","47.4","48","88.8","59.97","True","12.129","9.6064","9.7734","0.167","402385019533.53644","byte/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2025","2017","2017","2017","15440.4","810","16301","True","-8","none","70.73","18.47","76.4","48.7","50","90.6","63.32","True","11.478","9.4625","9.6137","0.1512","408505933616.37634","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"2100","2085.4","2085","2092","15440.4","810","16301","True","-14.6","none","71.6","19.12","76.87","49.9","51","91.6","64.13","True","11.484","9.4187","9.5672","0.1486","410404689752.6636","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
