timestamp_iso,elapsed_seconds,sm_clock_mhz,memory_clock_mhz,power_draw_w,temperature_c,gpu_utilization_pct,memory_utilization_pct,fan_speed_pct,memory_used_mb,throttle_bitmask,throttle_reasons
2026-08-30T11:45:49.8540284-07:00,0.2,637,810,12.04,38,6,11,0,361,0x0000000000000001,GpuIdle
2026-08-30T11:45:50.9237656-07:00,1.3,615,810,12.01,38,6,11,0,362,0x0000000000000001,GpuIdle
2026-08-30T11:45:51.9651095-07:00,2.3,622,810,11.92,38,5,9,0,362,0x0000000000000001,GpuIdle
2026-08-30T11:45:53.0079839-07:00,3.3,697,810,11.90,38,5,9,0,362,0x0000000000000001,GpuIdle
2026-08-30T11:45:54.0574247-07:00,4.4,742,810,12.03,38,6,10,0,362,0x0000000000000001,GpuIdle
2026-08-30T11:45:55.1027679-07:00,5.4,667,810,12.00,38,5,9,0,362,0x0000000000000001,GpuIdle
2026-08-30T11:45:56.1478214-07:00,6.5,645,810,11.92,38,5,9,0,362,0x0000000000000001,GpuIdle
2026-08-30T11:45:57.1969237-07:00,7.5,675,810,12.00,38,5,9,0,362,0x0000000000000001,GpuIdle
2026-08-30T11:45:58.2389895-07:00,8.6,712,810,11.98,38,5,10,0,361,0x0000000000000001,GpuIdle
2026-08-30T11:45:59.2847965-07:00,9.6,652,810,11.87,38,5,9,0,361,0x0000000000000001,GpuIdle
2026-08-30T11:46:00.3231666-07:00,10.7,1552,16501,13.85,38,5,1,0,369,0x0000000000000001,GpuIdle
2026-08-30T11:46:01.3632626-07:00,11.7,1552,16501,16.49,38,10,1,0,370,0x0000000000000001,GpuIdle
2026-08-30T11:46:02.4149844-07:00,12.7,1552,16501,16.45,38,5,1,0,370,0x0000000000000001,GpuIdle
2026-08-30T11:46:03.4611978-07:00,13.8,787,7001,13.64,38,6,1,0,370,0x0000000000000001,GpuIdle
2026-08-30T11:46:04.5074051-07:00,14.8,727,810,13.18,38,6,11,0,371,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:05.5483760-07:00,15.9,705,810,12.16,38,5,11,0,371,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:06.5962974-07:00,16.9,667,810,11.99,38,7,12,0,372,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:07.6422699-07:00,18,1552,14001,13.94,38,6,1,0,372,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:08.6862026-07:00,19,1552,14001,15.80,38,5,1,0,372,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:09.7320192-07:00,20.1,1057,7001,15.18,38,5,2,0,371,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:10.7815329-07:00,21.1,2295,13801,52.04,55,99,20,0,1284,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:11.8269258-07:00,22.2,2610,13801,182.08,59,99,21,0,1284,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:12.8775724-07:00,23.2,2602,13801,180.01,61,99,20,30,1283,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:13.9221968-07:00,24.3,2602,13801,177.01,61,99,21,30,1283,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:14.9686913-07:00,25.3,2625,13801,177.17,63,99,21,30,1284,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:16.0166076-07:00,26.3,2572,13801,181.14,63,99,20,30,1279,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:17.0628895-07:00,27.4,2610,13801,176.01,64,99,21,31,1279,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:18.0995986-07:00,28.4,2587,13801,180.58,64,99,20,33,1279,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:19.1443765-07:00,29.5,2587,13801,174.96,54,68,14,35,1275,0x0000000000000400,Unrecognised:0x0000000000000400
2026-08-30T11:46:20.1920410-07:00,30.5,2572,13801,177.76,64,99,21,37,1280,0x0000000000000400,Unrecognised:0x0000000000000400
