timestamp_iso,elapsed_seconds,sm_clock_mhz,memory_clock_mhz,power_draw_w,temperature_c,gpu_utilization_pct,memory_utilization_pct,fan_speed_pct,memory_used_mb,throttle_bitmask,throttle_reasons
2026-08-16T13:50:29.9654306-07:00,0.1,2970,16301,120.60,57,98,81,36,14351,0x0000000000000001,GpuIdle
2026-08-16T13:50:32.0450745-07:00,2.2,2970,16301,120.89,57,98,81,36,14351,0x0000000000000001,GpuIdle
2026-08-16T13:50:34.0847285-07:00,4.2,2970,16301,120.55,58,98,81,36,14347,0x0000000000000001,GpuIdle
2026-08-16T13:50:36.1290327-07:00,6.3,2970,16301,120.86,58,98,81,36,14343,0x0000000000000001,GpuIdle
2026-08-16T13:50:38.1890513-07:00,8.4,2970,16301,120.72,58,98,81,36,14342,0x0000000000000001,GpuIdle
2026-08-16T13:50:40.2299934-07:00,10.4,2970,16301,120.86,58,98,81,36,14342,0x0000000000000001,GpuIdle
2026-08-16T13:50:42.2762897-07:00,12.4,2970,16301,120.56,58,97,81,36,14342,0x0000000000000001,GpuIdle
2026-08-16T13:50:44.3179823-07:00,14.5,2970,16301,65.99,62,99,39,36,14359,0x0000000000000001,GpuIdle
2026-08-16T13:50:46.3611705-07:00,16.5,2970,16301,120.83,57,97,80,36,14359,0x0000000000000001,GpuIdle
2026-08-16T13:50:48.4130710-07:00,18.6,2970,16301,120.91,57,97,81,36,14350,0x0000000000000001,GpuIdle
2026-08-16T13:50:50.4605934-07:00,20.6,2970,16301,120.28,58,98,81,36,14350,0x0000000000000001,GpuIdle
2026-08-16T13:50:52.5067840-07:00,22.7,2970,16301,120.80,58,98,80,36,14354,0x0000000000000001,GpuIdle
2026-08-16T13:50:54.5577841-07:00,24.7,2970,16301,120.83,58,98,81,36,14366,0x0000000000000001,GpuIdle
2026-08-16T13:50:56.5991963-07:00,26.8,2970,16301,121.13,58,98,81,36,14366,0x0000000000000001,GpuIdle
2026-08-16T13:50:58.6416870-07:00,28.8,2970,16301,120.78,58,97,81,36,14360,0x0000000000000001,GpuIdle
2026-08-16T13:51:00.6859864-07:00,30.8,2962,16301,83.07,61,99,53,36,14371,0x0000000000000001,GpuIdle
2026-08-16T13:51:02.7257296-07:00,32.9,2970,16301,126.39,58,98,81,37,14366,0x0000000000000001,GpuIdle
2026-08-16T13:51:04.7675817-07:00,34.9,2970,16301,120.37,58,98,81,37,14367,0x0000000000000001,GpuIdle
2026-08-16T13:51:06.8089023-07:00,37,2970,16301,120.37,58,98,81,38,14368,0x0000000000000001,GpuIdle
2026-08-16T13:51:08.8521987-07:00,39,2970,16301,120.33,58,98,81,38,14368,0x0000000000000001,GpuIdle
2026-08-16T13:51:10.8955695-07:00,41.1,2970,16301,120.34,58,98,81,38,14433,0x0000000000000001,GpuIdle
2026-08-16T13:51:12.9363677-07:00,43.1,2970,16301,120.37,58,98,80,38,14429,0x0000000000000001,GpuIdle
2026-08-16T13:51:14.9814265-07:00,45.1,2970,16301,120.42,58,98,81,38,14444,0x0000000000000001,GpuIdle
2026-08-16T13:51:17.0201600-07:00,47.2,2970,16301,120.31,58,98,82,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:51:19.0634695-07:00,49.2,2970,16301,120.40,58,98,81,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:51:21.1092549-07:00,51.3,2970,16301,120.09,58,98,81,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:51:23.1574767-07:00,53.3,2970,16301,120.37,58,97,80,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:51:25.2024626-07:00,55.4,3000,16301,64.97,59,74,30,38,14205,0x0000000000000001,GpuIdle
2026-08-16T13:51:27.2536732-07:00,57.4,2970,16301,120.48,58,98,82,38,14200,0x0000000000000001,GpuIdle
2026-08-16T13:51:29.2944845-07:00,59.5,2970,16301,120.84,58,98,81,38,14200,0x0000000000000001,GpuIdle
2026-08-16T13:51:31.3358300-07:00,61.5,2970,16301,120.48,58,98,81,38,14195,0x0000000000000001,GpuIdle
2026-08-16T13:51:33.3790887-07:00,63.5,2962,16301,83.39,58,98,81,38,14201,0x0000000000000001,GpuIdle
2026-08-16T13:51:35.4274369-07:00,65.6,2970,16301,120.46,58,98,81,38,14197,0x0000000000000001,GpuIdle
2026-08-16T13:51:37.4739307-07:00,67.6,2970,16301,120.82,58,98,81,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:51:39.5255227-07:00,69.7,2970,16301,120.46,58,98,80,38,14195,0x0000000000000001,GpuIdle
2026-08-16T13:51:41.5805533-07:00,71.7,2970,16301,119.76,58,98,81,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:51:43.6218259-07:00,73.8,2970,16301,121.11,58,98,82,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:51:45.6648732-07:00,75.8,2970,16301,121.33,58,98,81,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:51:47.7120928-07:00,77.9,2977,16301,98.42,51,11,2,38,14203,0x0000000000000001,GpuIdle
2026-08-16T13:51:49.7667476-07:00,79.9,2970,16301,110.00,52,13,3,38,14204,0x0000000000000001,GpuIdle
2026-08-16T13:51:51.8139664-07:00,82,2970,16301,126.72,58,98,81,38,14200,0x0000000000000001,GpuIdle
2026-08-16T13:51:53.8524122-07:00,84,2970,16301,120.27,58,98,81,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:51:55.8972771-07:00,86.1,2970,16301,120.51,58,97,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:51:57.9397549-07:00,88.1,2970,16301,120.06,58,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:51:59.9883951-07:00,90.2,2962,16301,70.40,57,97,81,38,14200,0x0000000000000001,GpuIdle
2026-08-16T13:52:02.0400059-07:00,92.2,2970,16301,119.79,58,98,80,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:52:04.0865460-07:00,94.2,2970,16301,119.76,58,98,80,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:52:06.1346029-07:00,96.3,2970,16301,119.92,58,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:52:08.1812681-07:00,98.3,2970,16301,119.93,58,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:52:10.2253102-07:00,100.4,2970,16301,119.73,58,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:52:12.2677108-07:00,102.4,2970,16301,120.11,58,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:52:14.3114701-07:00,104.5,2970,16301,120.69,58,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:52:16.3625733-07:00,106.5,2970,16301,120.02,58,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:52:18.4033309-07:00,108.6,2992,16301,82.01,57,98,81,38,14202,0x0000000000000001,GpuIdle
2026-08-16T13:52:20.4445771-07:00,110.6,2970,16301,119.55,58,98,81,38,14197,0x0000000000000001,GpuIdle
2026-08-16T13:52:22.4857509-07:00,112.6,2970,16301,119.86,58,97,80,38,14197,0x0000000000000001,GpuIdle
2026-08-16T13:52:24.5378046-07:00,114.7,2970,16301,119.86,58,98,80,38,14195,0x0000000000000001,GpuIdle
2026-08-16T13:52:26.5890188-07:00,116.8,2970,16301,120.34,58,98,81,38,14195,0x0000000000000001,GpuIdle
2026-08-16T13:52:28.6380176-07:00,118.8,2970,16301,120.03,58,97,80,38,14195,0x0000000000000001,GpuIdle
2026-08-16T13:52:30.6831531-07:00,120.8,2970,16301,120.16,58,98,80,38,14202,0x0000000000000001,GpuIdle
2026-08-16T13:52:32.7274691-07:00,122.9,2970,16301,119.94,58,98,80,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:52:34.7697789-07:00,124.9,2970,16301,120.01,58,98,80,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:52:36.8136681-07:00,127,2970,16301,119.77,59,98,80,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:52:38.8608920-07:00,129,2970,16301,120.13,58,98,80,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:52:40.9093032-07:00,131.1,2970,16301,120.05,58,97,81,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:52:42.9633168-07:00,133.1,2970,16301,120.22,58,98,81,38,14201,0x0000000000000001,GpuIdle
2026-08-16T13:52:45.0131002-07:00,135.2,2970,16301,119.92,58,98,81,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:52:47.0653872-07:00,137.2,2970,16301,120.13,58,98,81,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:52:49.1122990-07:00,139.3,2970,16301,119.55,59,98,80,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:52:51.1574600-07:00,141.3,2970,16301,120.10,58,98,81,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:52:53.2073185-07:00,143.4,2970,16301,119.92,58,98,81,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:52:55.2539769-07:00,145.4,2970,16301,120.09,58,98,80,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:52:57.2975745-07:00,147.5,2970,16301,119.62,58,97,80,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:52:59.3443144-07:00,149.5,2970,16301,98.29,61,98,59,38,14203,0x0000000000000001,GpuIdle
2026-08-16T13:53:01.3893753-07:00,151.6,2970,16301,120.41,58,97,81,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:53:03.4423485-07:00,153.6,2970,16301,120.42,58,98,82,38,14201,0x0000000000000001,GpuIdle
2026-08-16T13:53:05.4875059-07:00,155.6,2970,16301,120.12,58,98,82,38,14203,0x0000000000000001,GpuIdle
2026-08-16T13:53:07.5264716-07:00,157.7,2970,16301,120.34,58,98,82,38,14198,0x0000000000000001,GpuIdle
2026-08-16T13:53:09.5674905-07:00,159.7,2970,16301,120.79,59,98,82,38,14196,0x0000000000000001,GpuIdle
2026-08-16T13:53:11.6164542-07:00,161.8,2970,16301,120.66,58,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:53:13.6703920-07:00,163.8,2970,16301,120.45,59,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:53:15.7158381-07:00,165.9,2970,16301,120.47,58,98,81,38,14193,0x0000000000000001,GpuIdle
2026-08-16T13:53:17.7600370-07:00,167.9,2970,16301,120.54,59,98,81,38,14194,0x0000000000000001,GpuIdle
2026-08-16T13:53:19.8017396-07:00,170,2970,16301,79.00,58,98,81,38,14205,0x0000000000000001,GpuIdle
2026-08-16T13:53:21.8470437-07:00,172,2970,16301,120.44,59,98,81,38,14208,0x0000000000000001,GpuIdle
2026-08-16T13:53:23.8907597-07:00,174.1,2970,16301,119.50,58,98,80,38,14210,0x0000000000000001,GpuIdle
2026-08-16T13:53:25.9403723-07:00,176.1,2970,16301,120.32,59,98,82,38,14205,0x0000000000000001,GpuIdle
2026-08-16T13:53:27.9800471-07:00,178.1,2970,16301,120.02,59,98,82,39,14199,0x0000000000000001,GpuIdle
2026-08-16T13:53:30.0240570-07:00,180.2,2970,16301,120.35,58,98,81,38,14195,0x0000000000000001,GpuIdle
2026-08-16T13:53:32.0649545-07:00,182.2,2970,16301,120.21,58,98,81,38,14195,0x0000000000000001,GpuIdle
2026-08-16T13:53:34.1082825-07:00,184.3,2970,16301,119.87,59,98,81,39,14195,0x0000000000000001,GpuIdle
2026-08-16T13:53:36.1532527-07:00,186.3,2970,16301,120.03,59,98,81,39,14195,0x0000000000000001,GpuIdle
2026-08-16T13:53:38.1979485-07:00,188.4,2970,16301,120.27,59,98,81,39,14201,0x0000000000000001,GpuIdle
2026-08-16T13:53:40.2401814-07:00,190.4,2970,16301,120.08,59,98,81,39,14197,0x0000000000000001,GpuIdle
2026-08-16T13:53:42.2882953-07:00,192.5,2970,16301,119.98,59,97,81,39,14195,0x0000000000000001,GpuIdle
2026-08-16T13:53:44.3374588-07:00,194.5,2970,16301,120.38,59,98,81,39,14199,0x0000000000000001,GpuIdle
2026-08-16T13:53:46.3821202-07:00,196.5,2970,16301,120.29,59,98,81,39,14202,0x0000000000000001,GpuIdle
2026-08-16T13:53:48.4316045-07:00,198.6,2970,16301,114.78,58,98,81,39,14202,0x0000000000000001,GpuIdle
2026-08-16T13:53:50.4740733-07:00,200.6,2970,16301,119.90,58,98,80,39,14196,0x0000000000000001,GpuIdle
