timestamp_iso,elapsed_seconds,sm_clock_mhz,memory_clock_mhz,power_draw_w,temperature_c,gpu_utilization_pct,memory_utilization_pct,fan_speed_pct,memory_used_mb,throttle_bitmask,throttle_reasons
2026-08-23T18:27:31.1058106-07:00,0.1,1117,810,15.22,40,4,10,31,1344,0x0000000000000001,GpuIdle
2026-08-23T18:27:32.1608785-07:00,1.2,1110,810,15.28,40,5,11,31,1345,0x0000000000000001,GpuIdle
2026-08-23T18:27:33.1997190-07:00,2.2,2985,16301,70.00,58,99,20,31,2261,0x0000000000000000,None
2026-08-23T18:27:34.2465091-07:00,3.3,2977,16301,176.63,60,99,20,31,2261,0x0000000000000000,None
2026-08-23T18:27:35.2975355-07:00,4.3,2977,16301,176.29,61,99,20,31,2261,0x0000000000000000,None
2026-08-23T18:27:36.3318843-07:00,5.3,2977,16301,171.41,62,99,20,32,2261,0x0000000000000000,None
2026-08-23T18:27:37.3662848-07:00,6.4,2977,16301,177.36,63,99,20,33,2260,0x0000000000000000,None
2026-08-23T18:27:38.4007101-07:00,7.4,2977,16301,173.11,63,99,20,35,2259,0x0000000000000000,None
2026-08-23T18:27:39.4392195-07:00,8.5,2977,16301,177.74,63,99,20,37,2261,0x0000000000000000,None
2026-08-23T18:27:40.4861801-07:00,9.5,2977,16301,172.08,64,99,20,38,2263,0x0000000000000001,GpuIdle
2026-08-23T18:27:41.5220171-07:00,10.5,2977,16301,178.68,64,99,20,39,2263,0x0000000000000001,GpuIdle
2026-08-23T18:27:42.5712476-07:00,11.6,2977,16301,174.29,65,99,20,40,2263,0x0000000000000001,GpuIdle
2026-08-23T18:27:43.6098034-07:00,12.6,2977,16301,180.45,65,99,20,41,2257,0x0000000000000001,GpuIdle
2026-08-23T18:27:44.6400054-07:00,13.7,2970,16301,174.65,65,99,20,42,2257,0x0000000000000001,GpuIdle
2026-08-23T18:27:45.6737293-07:00,14.7,2977,16301,180.28,66,99,20,42,2258,0x0000000000000001,GpuIdle
2026-08-23T18:27:46.7254428-07:00,15.7,2977,16301,178.21,66,99,20,43,2257,0x0000000000000001,GpuIdle
2026-08-23T18:27:47.7598417-07:00,16.8,2977,16301,180.99,66,99,20,43,2257,0x0000000000000001,GpuIdle
2026-08-23T18:27:48.7942044-07:00,17.8,2977,16301,176.30,67,99,20,44,2256,0x0000000000000001,GpuIdle
2026-08-23T18:27:49.8289483-07:00,18.8,2977,16301,181.36,67,99,20,44,2256,0x0000000000000001,GpuIdle
2026-08-23T18:27:50.8630124-07:00,19.9,2977,16301,174.97,67,99,20,45,2249,0x0000000000000001,GpuIdle
2026-08-23T18:27:51.8973644-07:00,20.9,2977,16301,181.67,67,99,20,45,2246,0x0000000000000001,GpuIdle
2026-08-23T18:27:52.9317752-07:00,21.9,2970,16301,177.29,68,99,20,45,2246,0x0000000000000001,GpuIdle
2026-08-23T18:27:53.9662176-07:00,23,2977,16301,182.12,68,99,20,46,2246,0x0000000000000001,GpuIdle
2026-08-23T18:27:55.0050327-07:00,24,2970,16301,177.65,68,99,20,46,2246,0x0000000000000001,GpuIdle
2026-08-23T18:27:56.0396902-07:00,25.1,2977,16301,182.57,68,99,20,46,2246,0x0000000000000001,GpuIdle
2026-08-23T18:27:57.0735006-07:00,26.1,2977,16301,177.29,64,68,13,47,2246,0x0000000000000001,GpuIdle
2026-08-23T18:27:58.1078925-07:00,27.1,2977,16301,177.85,69,99,20,47,2246,0x0000000000000001,GpuIdle
2026-08-23T18:27:59.1422688-07:00,28.2,2977,16301,183.15,69,99,20,47,2246,0x0000000000000001,GpuIdle
2026-08-23T18:28:00.1905288-07:00,29.2,2977,16301,183.27,69,99,20,47,2246,0x0000000000000001,GpuIdle
2026-08-23T18:28:01.2281095-07:00,30.2,2970,16301,177.97,69,99,20,48,2246,0x0000000000000001,GpuIdle
2026-08-23T18:28:02.2749865-07:00,31.3,2977,16301,183.63,70,99,20,48,2246,0x0000000000000001,GpuIdle
2026-08-23T18:28:03.3135703-07:00,32.3,2970,16301,179.00,69,99,20,48,2247,0x0000000000000001,GpuIdle
2026-08-23T18:28:04.3475772-07:00,33.4,2970,16301,184.19,70,99,20,48,2247,0x0000000000000001,GpuIdle
2026-08-23T18:28:05.3820256-07:00,34.4,2977,16301,180.97,67,76,15,49,2247,0x0000000000000001,GpuIdle
