"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"405","405","405","405","405","405","405","True","0","none","18.3","17.46","19.13","35.7","36","2","18.3","False","1.793",,,,,,,"3","3","0x0000000000000001"
"465","465","465","465","405","405","405","True","0","none","17.53","17.53","17.53","35","35","2","17.53","False","0.586",,,,,,,"1","1","0x0000000000000001"
"525","525","525","525","405","405","405","True","0","none","18.52","18.52","18.52","35","35","1","18.52","False","0.586",,,,,,,"1","1","0x0000000000000001"
"585","585","585","585","405","405","405","True","0","none","18.18","18.18","18.18","35","35","2","18.18","False","0.604",,,,,,,"1","1","0x0000000000000001"
"630","630","630","630","405","405","405","True","0","none","18.68","18.68","18.68","35","35","1","18.68","False","0.594",,,,,,,"1","1","0x0000000000000001"
"690","690","690","690","810","810","810","True","0","none","18.38","18.38","18.38","35","35","1","18.38","False","0.586",,,,,,,"1","1","0x0000000000000001"
"750","750","750","750","810","810","810","True","0","none","18.57","18.57","18.57","35","35","1","18.57","False","0.579",,,,,,,"1","1","0x0000000000000001"
"810","810","810","810","810","810","810","True","0","none","19.42","19.42","19.42","35","35","1","19.42","False","0.597",,,,,,,"1","1","0x0000000000000001"
"870","870","870","870","810","810","810","True","0","none","19.65","19.65","19.65","35","35","1","19.65","False","0.585",,,,,,,"1","1","0x0000000000000001"
"915","915","915","915","810","810","810","True","0","none","19.61","19.61","19.61","35","35","1","19.61","False","0.592",,,,,,,"1","1","0x0000000000000001"
"975","975","975","975","810","810","810","True","0","none","18.35","18.35","18.35","35","35","1","18.35","False","0.596",,,,,,,"1","1","0x0000000000000001"
"1035","1035","1035","1035","810","810","810","True","0","none","19.21","19.21","19.21","35","35","1","19.21","False","0.581",,,,,,,"1","1","0x0000000000000001"
"1095","1095","1095","1095","810","810","810","True","0","none","18.91","18.91","18.91","35","35","1","18.91","False","0.57",,,,,,,"1","1","0x0000000000000001"
