"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.3","1230","1237","15563.3","810","16301","True","-0.7","none","56.49","10.49","62.27","41.8","42","92.1","51","True","1790455950.4122","1790455961.7001","13.439","11.1213","11.2885","0.1672","172312682905.06985","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"1395","1392.7","1387","1395","15563.3","810","16301","True","-2.3","none","57.54","11.33","63.94","41.7","42","91.6","51.97","True","1790455971.9283","1790455982.8379","12.872","10.7487","10.912","0.1633","178285535540.78314","FLOP/s","True","21","24","0x0000000000000001;0x0000000000000000"
"1545","1543.4","1537","1545","15526.4","810","16301","True","-1.6","none","57.19","11.55","65.14","41.6","42","92.8","51.35","True","1790455992.7595","1790456003.2656","12.394","10.3503","10.5095","0.1592","185148181906.81104","FLOP/s","True","20","23","0x0000000000000001;0x0000000000000000"
"1702","1700.5","1695","1702","15485.7","810","16301","True","-1.5","none","58.95","11.98","66.97","41.7","42","92.8","52.51","True","1790456013.2899","1790456023.1233","11.8","9.7091","9.8348","0.1257","197375338751.5869","FLOP/s","True","19","22","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","62.21","12.38","70.08","41.7","42","93.9","55.31","True","1790456033.1066","1790456042.2571","11.243","9.0092","9.1506","0.1414","212708968302.86887","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15332.8","810","16301","True","-8","none","65.87","13.76","75.42","42.1","43","89","58.14","True","1790456052.3216","1790456060.9658","10.765","8.507","8.6428","0.1358","225265694389.50076","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2167","2160","2160","2160","15332.8","810","16301","True","-7","none","71.26","14.39","82.62","43","44","93.1","62.42","True","1790456071.2493","1790456079.5909","10.223","8.211","8.3422","0.1312","233388208747.44232","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","80.01","17.57","90.31","44.1","45","96.1","70.44","True","1790456089.5266","1790456097.6241","10.193","7.9914","8.0955","0.1041","239799667886.82123","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2475","2445.5","2445","2452","15268.3","810","16301","True","-29.5","none","79.75","13.93","92.08","44.4","45","92.9","70.29","True","1790456107.6866","1790456115.6853","10.239","7.9045","8.0015","0.097","242435596063.71945","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2625","2567.9","2565","2580","16301","16301","16301","False","-57.1","below","82.53","23.1","92.57","44.7","46","96.5","72.34","True","1790456125.9658","1790456133.9266","10.193","7.848","7.9598","0.1118","244182309316.9682","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2782","2767.5","2767","2775","15268.3","810","16301","True","-14.5","none","82.01","17.15","94.4","45.1","46","93","71.2","True","1790456144.2157","1790456152.0585","9.642","7.7455","7.8429","0.0974","247413064293.09924","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","15268.3","810","16301","True","-7","none","87.69","17.26","100.4","45.9","47","91.9","76.38","True","1790456161.7963","1790456169.5721","9.68","7.6826","7.7811","0.0985","249438280276.9578","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"3090","3015.5","3015","3022","16301","16301","16301","False","-74.5","below","92.41","17.48","105.5","46.8","48","93","80.51","True","1790456179.6148","1790456187.3833","9.643","7.6663","7.7705","0.1043","249970365485.49414","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
