target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.3,2570.153268039247,43.0,16301.0,1790458020.047,1790458040.4666,0.72,1192.0,41,-420
1395,1393.4,2898.0686270570054,45.34,16301.0,1790458051.0172,1790458069.1179,0.72,1215.0,37,-420
1545,1543.4,3231.9185876099596,48.44,16301.0,1790458079.8791,1790458096.1323,0.72,1245.0,33,-420
1702,1698.8,3576.961135482001,52.95,16301.0,1790458106.7481,1790458121.4303,0.72,1312.0,29,-420
1852,1845.0,3907.8503412973178,57.31,16301.0,1790458131.8178,1790458145.2753,0.72,1440.0,27,-420
2010,2002.0,4286.9021317911465,66.18,16301.0,1790458155.8252,1790458168.0683,0.755,1612.0,24,-420
2167,2160.0,4657.824349342525,77.3,16301.0,1790458178.3633,1790458189.6499,0.795,1785.0,22,-420
2317,2310.0,5026.056449287208,90.56,16301.0,1790458200.2983,1790458210.7591,0.84,1942.0,21,-420
2475,2461.9,5307.392507271723,95.89,16301.0,1790458221.3201,1790458231.211,0.845,1965.0,20,-420
2625,2600.7,5516.905227791333,100.38,16301.0,1790458241.706,1790458251.2286,0.845,1965.0,19,-420
2782,2775.0,6011.947082885946,106.04,16301.0,1790458261.5364,1790458270.2872,0.855,1987.0,18,-420
2932,2925.0,6356.375465956988,122.11,16301.0,1790458280.721,1790458288.9725,0.895,2122.0,16,-420
3090,3005.9,6534.392897510678,135.25,16301.0,1790458299.5077,1790458307.5275,0.9225000000000001,2190.0,16,-420
