target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.3,289.25399130189413,48.34,15563.3,1790455121.1168,1790455132.32,0.725,1177.0,22,-420
1395,1393.4,298.69225288966305,49.82,15526.4,1790455142.5248,1790455153.3749,0.725,1207.0,22,-420
1545,1543.0,306.6622194239689,50.69,15526.4,1790455163.5672,1790455174.1298,0.72,1245.0,21,-420
1702,1699.8,325.1871175778395,53.02,16301.0,1790455184.3315,1790455194.2834,0.72,1320.0,20,-420
1852,1845.0,353.44947699394135,54.83,15389.8,1790455204.2854,1790455213.4491,0.72,1440.0,18,-420
2010,2002.0,383.5972286784026,59.33,16313.5,1790455223.5051,1790455231.9512,0.755,1605.0,17,-420
2167,2160.0,405.04195001174145,65.83,16301.0,1790455241.7362,1790455249.707,0.795,1773.5,16,-420
2317,2310.0,415.4850226631362,67.81,15268.3,1790455259.5379,1790455267.31,0.84,1935.0,16,-420
2475,2452.5,415.26950118956233,67.18,15268.3,1790455277.1593,1790455284.9389,0.845,1957.0,15,-420
2625,2579.4,414.2560993497413,70.58,16301.0,1790455294.8324,1790455302.6333,0.845,1957.0,16,-420
2782,2775.0,414.69901166530474,70.31,15268.3,1790455312.5884,1790455320.3821,0.855,1980.0,16,-420
2932,2925.0,418.73841278850557,79.95,16301.0,1790455330.2045,1790455337.9307,0.895,2115.0,15,-420
3090,3015.0,422.22600885221004,82.16,16301.0,1790455347.8951,1790455355.553,0.92,2190.0,15,-420
