"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.3","1230","1237","16301","16301","16301","True","-0.7","none","43","40.45","45.02","41.7","42","97.5","39.67","True","1790458020.047","1790458040.4666","23.08","20.1553","20.4194","0.2641","2570153268039.247","FLOP/s","True","38","43","0x0000000000000001;0x0000000000000000"
"1395","1393.4","1387","1395","16301","16301","16301","True","-1.6","none","45.34","23.9","47.92","42.1","43","99.1","41.79","True","1790458051.0172","1790458069.1179","20.88","17.8747","18.0981","0.2234","2898068627057.0054","FLOP/s","True","34","39","0x0000000000000001;0x0000000000000000"
"1545","1543.4","1537","1545","16301","16301","16301","True","-1.6","none","48.44","31.46","51.41","42.6","43","98.1","44.24","True","1790458079.8791","1790458096.1323","18.785","16.0283","16.2569","0.2286","3231918587609.9595","FLOP/s","True","30","35","0x0000000000000001;0x0000000000000000"
"1702","1698.8","1695","1702","16301","16301","16301","True","-3.2","none","52.95","34.65","56.14","43.4","44","99.2","47.75","True","1790458106.7481","1790458121.4303","17.144","14.4822","14.6831","0.2009","3576961135482.001","FLOP/s","True","28","32","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","57.31","33.88","60.97","43.8","44","99.2","51.05","True","1790458131.8178","1790458145.2753","16.083","13.2559","13.4562","0.2003","3907850341297.318","FLOP/s","True","25","30","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","66.18","34.99","71.08","45.6","47","95.1","58.33","True","1790458155.8252","1790458168.0683","14.481","12.0838","12.2431","0.1593","4286902131791.147","FLOP/s","True","23","27","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","77.3","35.49","83.57","47.1","48","97.3","66.99","True","1790458178.3633","1790458189.6499","13.928","11.1215","11.2884","0.1669","4657824349342.525","FLOP/s","True","21","26","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","90.56","47.94","97.44","49.5","51","97.6","77.88","True","1790458200.2983","1790458210.7591","12.905","10.3067","10.46","0.1533","5026056449287.208","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2475","2461.9","2460","2467","16301","16301","16301","True","-13.1","none","95.89","44.61","104.44","51.1","52","99.1","82.2","True","1790458221.3201","1790458231.211","12.35","9.7604","9.8923","0.132","5307392507271.723","FLOP/s","True","18","23","0x0000000000000001;0x0000000000000000"
"2625","2600.7","2595","2610","16301","16301","16301","True","-24.3","none","100.38","51.95","108.26","51.5","53","97.6","84.78","True","1790458241.706","1790458251.2286","11.831","9.3897","9.5219","0.1322","5516905227791.333","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","106.04","25.93","116.56","53.1","55","99.2","88.71","True","1790458261.5364","1790458270.2872","11.249","8.6165","8.7536","0.1371","6011947082885.945","FLOP/s","True","16","21","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","122.11","62.75","131.95","55.3","57","97.2","101.83","True","1790458280.721","1790458288.9725","10.765","8.1496","8.2511","0.1015","6356375465956.987","FLOP/s","True","15","20","0x0000000000000001;0x0000000000000000"
"3090","3005.9","2985","3015","16301","16301","16301","False","-84.1","below","135.25","87.93","144.27","57.9","59","99.1","111.71","True","1790458299.5077","1790458307.5275","10.165","7.9276","8.0187","0.0911","6534392897510.679","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
