target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.3,311.3916077413645,58.31,15485.7,1790455683.6836,1790455693.8415,0.72,1192.0,20,-420
1395,1392.9,320.5737191508789,59.41,15485.7,1790455703.7308,1790455713.5901,0.72,1215.0,20,-420
1545,1544.1,323.624892941265,61.77,16301.0,1790455723.451,1790455733.2194,0.72,1245.0,19,-420
1702,1696.6,345.0107076498933,64.77,16301.0,1790455743.4366,1790455752.6126,0.72,1327.0,18,-420
1852,1845.0,369.56069517470723,64.46,15332.8,1790455762.7416,1790455771.3084,0.72,1447.0,17,-420
2010,2002.0,393.3608162065187,72.93,16301.0,1790455781.4897,1790455789.5271,0.755,1612.0,16,-420
2167,2160.0,406.6607143839821,79.21,15268.3,1790455799.6708,1790455807.4413,0.795,1777.0,15,-420
2317,2310.0,412.15194657226664,88.16,16301.0,1790455817.4057,1790455825.0708,0.84,1942.0,16,-420
2475,2449.1,410.728265740314,87.42,16301.0,1790455835.0154,1790455842.708,0.845,1957.0,15,-420
2625,2574.3,409.96076952458867,88.42,15194.5,1790455852.7663,1790455860.4687,0.845,1957.0,15,-420
2782,2762.9,410.24745327013846,88.65,16301.0,1790455870.5644,1790455878.271,0.855,1980.0,16,-420
2932,2925.0,412.5964834780181,93.33,15194.5,1790455888.1478,1790455895.803,0.895,2115.0,15,-420
3090,3015.0,415.1152246590877,102.3,16301.0,1790455905.8277,1790455913.4361,0.92,2190.0,15,-420
