"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","13801","13801","13801","True","-0.8","none","35.7","28.48","36.28","44","44","99.7","32.98","True","1790206982.282","1790207000.2882","20.734","17.7608","18.0059","0.2451","3377054976482.7886","FLOP/s","True","33","38","0x0000000000000400"
"1395","1393.9","1387","1395","13801","13801","13801","True","-1.1","none","38.59","24.5","39.84","43","43","98.1","35.39","True","1790207011.0097","1790207027.0655","18.523","15.7679","16.0577","0.2898","3803881025750.7217","FLOP/s","True","29","34","0x0000000000000400"
"1545","1537","1537","1537","13801","13801","13801","True","-8","none","40.24","22.89","41.75","42.9","43","96.9","36.52","True","1790207037.5299","1790207051.9958","16.837","14.2641","14.4618","0.1977","4204907010166.425","FLOP/s","True","26","31","0x0000000000000400"
"1702","1695","1695","1695","13801","13801","13801","True","-7","none","46.07","28.71","47.37","43.7","44","99.2","41.26","True","1790207062.3663","1790207075.4678","15.208","12.9277","13.1037","0.1761","4639601765724.837","FLOP/s","True","24","28","0x0000000000000400"
"1852","1845","1845","1845","13801","13801","13801","True","-7","none","53.68","40.99","55.12","44.7","45","97.5","47.41","True","1790207085.5844","1790207097.67","14.218","11.8909","12.0862","0.1953","5044116774208.405","FLOP/s","True","22","26","0x0000000000000400"
"2010","2002","2002","2002","13801","13801","13801","True","-8","none","63.22","38.1","65.47","46.2","47","96.8","55.23","True","1790207107.8168","1790207118.9382","13.625","10.9658","11.1216","0.1558","5469675401416.048","FLOP/s","True","20","25","0x0000000000000400"
"2167","2160","2160","2160","13801","13801","13801","True","-7","none","66.36","29.13","69.33","47.3","48","100","57.31","True","1790207129.4727","1790207139.8328","12.516","10.2114","10.3564","0.145","5873760977100.954","FLOP/s","True","19","23","0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","76.55","62.1","78.57","48.4","49","98.1","65.36","True","1790207149.9959","1790207159.6424","11.987","9.5105","9.6467","0.1362","6306662936247.619","FLOP/s","True","17","22","0x0000000000000400"
"2475","2467","2467","2467","13801","13801","13801","True","-8","none","86.39","30.11","92.49","50.8","52","98.1","76.42","True","1790207170.0291","1790207179.0767","11.436","8.9107","9.0479","0.1372","6731148228622.251","FLOP/s","True","17","21","0x0000000000000400"
"2625","2617","2617","2617","13801","13801","13801","True","-8","none","101.16","36.71","108.58","53.4","55","100","89.12","True","1790207189.4904","1790207198.0149","10.883","8.4063","8.524","0.1178","7135060883827.653","FLOP/s","True","16","20","0x0000000000000400"
"2782","2749.4","2745","2775","12934.9","810","13801","False","-32.6","below","109.91","20.81","123.69","55.4","58","91.1","96.69","True","1790207208.4092","1790207216.5416","10.376","8.0213","8.1282","0.1069","7477460739503.576","FLOP/s","True","15","19","0x0000000000000400"
"2932","2748.4","2745","2775","12934.9","810","13801","False","-183.6","below","109.52","21.48","124.03","55.5","58","93.4","96.43","True","1790207226.8505","1790207234.977","10.312","8.0219","8.1314","0.1095","7476929984473.215","FLOP/s","True","15","19","0x0000000000000400"
"3090","2747.9","2745","2760","13801","13801","13801","False","-342.1","below","111.03","19.31","124.14","56.8","58","90.4","97.04","True","1790207245.2107","1790207253.3278","10.331","8.0201","8.1189","0.0987","7478577677760.381","FLOP/s","True","15","19","0x0000000000000400"
