target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,197.38903320784354,56.35,13801.0,1790198350.5425,1790198360.3837,0.72,1320.0,19,-420
1395,1387.0,207.9072179624624,57.93,13036.8,1790198370.6613,1790198380.0173,0.72,1462.0,18,-420
1545,1537.0,215.24747785910066,63.33,12989.1,1790198390.1645,1790198399.2088,0.755,1605.0,18,-420
1702,1695.0,220.39309341658443,67.77,12989.1,1790198409.1993,1790198418.0432,0.795,1777.0,17,-420
1852,1845.0,224.07242319324092,71.39,12989.1,1790198428.1217,1790198436.8046,0.84,1935.0,18,-420
2010,1976.4,225.90154619987993,73.43,13801.0,1790198446.5222,1790198455.153,0.84,1935.0,17,-420
2167,2160.0,228.998314620601,79.7,13801.0,1790198464.9419,1790198473.4479,0.885,2085.0,17,-420
2317,2310.0,230.91870716450296,86.66,13801.0,1790198483.3367,1790198491.7852,0.93,2212.0,17,-420
2475,2467.0,232.5742634838393,96.8,13801.0,1790198501.7801,1790198510.1512,0.98,2340.0,16,-420
2625,2603.5,233.72142609809814,101.72,13347.7,1790198520.1563,1790198528.4849,1.02,2430.0,17,-420
2782,2603.5,233.7142800663259,101.25,13814.3,1790198538.573,1790198546.916,1.02,2430.0,17,-420
2932,2603.5,233.68828211925432,102.41,13801.0,1790198557.0139,1790198565.3618,1.02,2430.0,16,-420
3090,2603.5,233.69651237159934,103.13,13801.0,1790198575.4674,1790198583.8139,1.02,2430.0,16,-420
