target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.0,4226.759150053102,68.01,13801.0,1790206074.1855,1790206089.3895,0.72,1252.0,30,-420
1395,1393.1,4766.357388559829,74.63,13801.0,1790206099.6951,1790206113.1515,0.72,1335.0,27,-420
1545,1537.0,5268.685660986459,77.12,13236.2,1790206123.062,1790206135.2197,0.72,1455.0,24,-420
1702,1695.0,5817.79331066439,89.11,13801.0,1790206145.212,1790206156.2268,0.755,1612.0,22,-420
1852,1845.0,6328.008430460084,102.03,13801.0,1790206166.3735,1790206176.4884,0.795,1792.0,20,-420
2010,2002.0,6865.053324807035,116.56,13801.0,1790206186.3743,1790206195.7109,0.84,1942.0,18,-420
2167,2160.0,7304.551094256007,121.74,13801.0,1790206205.906,1790206214.6976,0.84,1942.0,17,-420
2317,2310.0,7862.333084885987,137.62,13801.0,1790206224.8349,1790206233.008,0.885,2085.0,16,-420
2475,2453.1,8183.547588143306,159.06,13801.0,1790206243.2654,1790206251.1084,0.93,2212.0,15,-420
2625,2476.9,8160.986728176291,154.88,12873.1,1790206261.0768,1790206268.927,0.93,2220.0,16,-420
2782,2470.5,8144.043096062299,153.45,13801.0,1790206278.951,1790206286.7997,0.92,2220.0,16,-420
2932,2455.7,8144.147600887726,157.32,13801.0,1790206296.8053,1790206304.6711,0.92,2212.0,15,-420
3090,2467.9,8142.287500916835,159.32,12873.1,1790206314.6327,1790206322.4845,0.925,2212.0,16,-420
