"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","13801","13801","13801","True","-0.8","none","36.47","30.64","37.07","44","44","99.5","33.9","True","1790200070.5731","1790200088.5646","20.716","17.745","17.9897","0.2448","3380072353462.702","FLOP/s","True","33","38","0x0000000000000400"
"1395","1387","1387","1387","13801","13801","13801","True","-8","none","39.36","24.19","40.55","43","43","97.4","36.06","True","1790200099.2646","1790200115.38","18.503","15.8353","16.1127","0.2774","3787689392378.5054","FLOP/s","True","30","34","0x0000000000000400"
"1545","1537","1537","1537","13801","13801","13801","True","-8","none","42.84","24.93","45.02","43.2","44","97.1","39.48","True","1790200125.887","1790200141.7114","18.302","15.5994","15.8226","0.2233","3844972945418.931","FLOP/s","True","29","34","0x0000000000000400"
"1702","1695","1695","1695","13801","13801","13801","True","-7","none","49.37","32.34","51.65","44.3","45","96.8","45.04","True","1790200152.1826","1790200165.9689","16.218","13.5978","13.7864","0.1886","4410941351620.881","FLOP/s","True","25","30","0x0000000000000400"
"1852","1845","1845","1845","13801","13801","13801","True","-7","none","60.93","49.4","62.25","45.9","46","100","53.75","True","1790200176.3101","1790200188.3739","14.171","11.8756","12.0643","0.1887","5050612358405.523","FLOP/s","True","22","26","0x0000000000000400"
"2010","1992.6","1987","1995","13801","13801","13801","True","-17.4","none","63.41","44.12","65.24","46.6","47","99","55.59","True","1790200198.4848","1790200209.7664","13.549","11.1301","11.2756","0.1455","5388931795633.94","FLOP/s","True","20","25","0x0000000000000400"
"2167","2160","2160","2160","13801","13801","13801","True","-7","none","71.46","42.65","73.97","47.9","49","100","61.44","True","1790200220.065","1790200230.3682","12.507","10.1551","10.2982","0.1431","5906327331496.854","FLOP/s","True","19","23","0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","84.04","44.9","88.19","49.8","51","98","72.02","True","1790200240.6027","1790200250.2355","11.984","9.5007","9.6347","0.1339","6313110167065.216","FLOP/s","True","17","22","0x0000000000000400"
"2475","2467","2467","2467","13801","13801","13801","True","-8","none","99.17","55.25","104.48","52.9","54","100","84.87","True","1790200260.609","1790200269.6554","11.428","8.9022","9.0468","0.1447","6737590101403.757","FLOP/s","True","16","21","0x0000000000000400"
"2625","2599.9","2595","2617","13801","13801","13801","True","-25.1","none","107.61","25.96","118.65","54.3","57","90.2","95.56","True","1790200280.0501","1790200288.6399","10.905","8.4715","8.5915","0.12","7080107561034.09","FLOP/s","True","16","20","0x0000000000000400"
"2782","2600.2","2595","2602","13801","13801","13801","False","-181.8","below","110.86","69.45","118.03","55.2","57","96.2","94.74","True","1790200299.0144","1790200308.0863","11.266","8.9159","9.0672","0.1513","6727247711341.12","FLOP/s","True","16","21","0x0000000000000400"
"2932","2600.8","2595","2602","13801","13801","13801","False","-331.2","below","110.75","77.17","114.25","55.9","57","98.8","96.03","True","1790200318.3729","1790200327.7157","11.867","9.2027","9.3427","0.1399","6517548574886.588","FLOP/s","True","17","22","0x0000000000000400"
"3090","2602.5","2602","2610","13801","13801","13801","False","-487.5","below","111.95","48.82","119.27","57.2","58","100","99.4","True","1790200338.2491","1790200346.845","10.905","8.4694","8.596","0.1266","7081887163170.2","FLOP/s","True","16","20","0x0000000000000400"
