target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.0,4638.493716034839,51.3,13801.0,1790206670.1306,1790206688.6191,0.72,1252.0,37,-420
1395,1392.2,5229.537116119519,56.17,13381.9,1790206698.873,1790206715.2945,0.72,1335.0,33,-420
1545,1537.0,5781.794919330706,61.05,13801.0,1790206725.492,1790206740.3135,0.72,1455.0,30,-420
1702,1695.0,6383.922596256205,71.58,13801.0,1790206750.421,1790206763.859,0.76,1612.0,26,-420
1852,1845.0,6936.545526307549,80.85,13236.2,1790206774.2727,1790206786.6335,0.795,1785.0,25,-420
2010,2002.0,7531.137806410489,97.31,13801.0,1790206797.0102,1790206808.4,0.84,1942.0,23,-420
2167,2160.0,8031.229273154102,100.44,13151.4,1790206818.7169,1790206829.4048,0.845,1942.0,22,-420
2317,2310.0,8693.526503509776,114.57,13079.3,1790206839.2988,1790206849.1901,0.885,2085.0,20,-420
2475,2467.0,9285.6449544926,141.45,13801.0,1790206859.3579,1790206868.6073,0.935,2227.0,18,-420
2625,2590.9,9732.869545994829,167.22,13801.0,1790206878.899,1790206887.7085,0.98,2355.0,17,-420
2782,2593.4,9720.830002633833,165.53,13801.0,1790206897.9417,1790206906.7668,0.98,2355.0,17,-420
2932,2599.9,9701.984490846553,167.58,13801.0,1790206916.8975,1790206925.7481,0.98,2355.0,18,-420
3090,2597.6,9701.22749225864,168.52,13801.0,1790206935.8357,1790206944.6779,0.98,2347.0,17,-420
