target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.4,1825.0602634657535,70.95,13812.1,1790205537.4442,1790205546.9676,0.72,1245.0,19,-420
1395,1392.2,1925.3019169936679,73.88,13036.8,1790205556.9918,1790205566.0149,0.72,1320.0,18,-420
1545,1537.0,2002.277592563724,76.09,13813.5,1790205575.9343,1790205584.6111,0.72,1440.0,17,-420
1702,1695.0,2052.2101395473846,83.53,13801.0,1790205594.8938,1790205603.3877,0.755,1612.0,16,-420
1852,1845.0,2059.2354803358094,90.71,13801.0,1790205613.2232,1790205621.6993,0.795,1785.0,17,-420
2010,2002.0,2059.109344047856,100.1,13801.0,1790205631.6718,1790205640.1356,0.84,1942.0,17,-420
2167,2152.5,2058.9395838921796,101.37,12989.1,1790205650.0525,1790205658.5198,0.845,1965.0,16,-420
2317,2310.0,2058.3139435121593,103.74,12989.1,1790205668.4979,1790205676.9649,0.885,2085.0,17,-420
2475,2467.0,2058.304606998311,114.66,13801.0,1790205686.8889,1790205695.3437,0.93,2212.0,16,-420
2625,2617.0,2057.665121163611,128.02,13801.0,1790205705.2865,1790205713.7624,0.98,2332.0,17,-420
2782,2745.4,2057.7022465247105,140.33,13801.0,1790205723.7337,1790205732.1984,1.02,2422.0,17,-420
2932,2745.9,2057.570630794888,141.26,12989.1,1790205742.1083,1790205750.5626,1.02,2422.0,17,-420
3090,2745.9,2057.8531872784406,137.07,12989.1,1790205760.478,1790205768.9378,1.02,2422.0,17,-420
