target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1230.0,352.68159979477224,61.68,13801.0,1790201539.3745,1790201548.3515,0.72,1462.0,18,-420
1395,1387.0,369.54461717658984,66.93,13801.0,1790201558.3437,1790201566.9226,0.755,1605.0,17,-420
1545,1537.0,379.2130510750397,72.07,13801.0,1790201576.7854,1790201585.1644,0.795,1777.0,17,-420
1702,1695.0,372.86975251396166,79.63,13801.0,1790201595.1161,1790201603.6211,0.84,1935.0,16,-420
1852,1823.4,372.73381863702485,77.68,13376.0,1790201613.5277,1790201622.0267,0.84,1935.0,17,-420
2010,2002.0,372.67369902259907,83.4,13801.0,1790201631.896,1790201640.4149,0.885,2085.0,16,-420
2167,2160.0,372.5353724841446,89.98,13801.0,1790201650.2814,1790201658.7951,0.93,2212.0,17,-420
2317,2310.0,372.67387263483704,101.22,13801.0,1790201668.6541,1790201677.1819,0.98,2340.0,17,-420
2475,2452.9,372.5971962250178,106.81,13376.0,1790201687.0142,1790201695.5218,1.02,2430.0,17,-420
2625,2452.1,372.65586232604795,106.3,13376.0,1790201705.5071,1790201714.01,1.02,2422.0,16,-420
2782,2451.6,372.5843946771811,108.32,13801.0,1790201723.8693,1790201732.3668,1.02,2422.0,17,-420
2932,2449.0,372.7356666552809,109.76,13801.0,1790201742.2696,1790201750.7702,1.02,2422.0,16,-420
3090,2448.1,372.5663129330364,111.03,13801.0,1790201760.6344,1790201769.1543,1.02,2422.0,17,-420
