"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.4","1230","1237","13801","13801","13801","True","-1.6","none","49.61","19.83","52.4","39.6","40","96.5","44.9","True","1790204723.4915","1790204735.4459","13.687","11.7804","11.9553","0.1749","292350300411.49","byte/s","True","22","25","0x0000000000000400"
"1395","1393.4","1387","1395","13801","13801","13801","True","-1.6","none","50.15","11.14","54.26","39.6","40","96.9","45.48","True","1790204745.2498","1790204756.3861","13.079","10.9575","11.1358","0.1783","314305089653.44147","byte/s","True","20","24","0x0000000000000400"
"1545","1537","1537","1537","13117.3","810","13801","True","-8","none","51.25","10.79","56.15","39.9","41","94.7","45.81","True","1790204766.379","1790204776.5923","11.968","10.0681","10.2163","0.1481","342069375304.4951","byte/s","True","19","22","0x0000000000000400"
"1702","1695","1695","1695","13036.8","810","13801","True","-7","none","55.96","12.02","62.25","41.8","43","94.1","49.38","True","1790204786.3842","1790204795.4181","10.889","8.8931","9.0278","0.1346","387266162331.9939","byte/s","True","17","20","0x0000000000000400"
"1852","1845","1845","1845","13814.3","13801","14001","True","-7","none","61.05","12.05","68.37","43.4","44","93.5","53.79","True","1790204805.3092","1790204813.6871","10.304","8.2363","8.3793","0.1431","418150459325.6668","byte/s","True","15","19","0x0000000000000400"
"2010","2002","2002","2002","13801","13801","13801","True","-8","none","66.1","17.47","72.57","45.1","46","95.3","58.07","True","1790204823.6453","1790204832.0331","10.345","8.2164","8.3803","0.1639","419161038957.18365","byte/s","True","15","19","0x0000000000000400"
"2167","2160","2160","2160","13801","13801","13801","True","-7","none","68.31","23.02","73.92","46.3","47","96.7","59.8","True","1790204842.055","1790204850.4049","10.36","8.2104","8.3499","0.1395","419465605933.1538","byte/s","True","15","19","0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","71.73","30.51","77.06","47.8","49","99.8","63.12","True","1790204860.4785","1790204868.8308","10.36","8.2075","8.3526","0.1451","419618709877.42694","byte/s","True","15","19","0x0000000000000400"
"2475","2467","2467","2467","12934.9","810","13801","True","-8","none","74.88","16.32","84.03","49.3","50","93.3","66.1","True","1790204878.8617","1790204887.2191","10.344","8.2038","8.3533","0.1495","419805824447.4913","byte/s","True","15","19","0x0000000000000400"
"2625","2617","2617","2617","13801","13801","13801","True","-8","none","83.6","18.93","92.63","51.2","52","94.4","73.77","True","1790204897.2515","1790204905.5914","10.329","8.2019","8.3388","0.1369","419903202070.2502","byte/s","True","15","19","0x0000000000000400"
"2782","2750.7","2745","2760","13801","13801","13801","False","-31.3","below","90.65","29.84","98.83","53.3","54","95.2","80.32","True","1790204915.6353","1790204923.9696","10.344","8.1984","8.3349","0.1365","420080937301.6816","byte/s","True","15","19","0x0000000000000400"
"2932","2751.2","2745","2760","13801","13801","13801","False","-180.8","below","91.21","34.9","97.88","51.9","52","98.1","80.23","True","1790204934.0175","1790204942.3443","10.327","8.2005","8.3229","0.1223","419973254873.9035","byte/s","True","15","19","0x0000000000000400"
"3090","2757.9","2752","2760","12934.9","810","13801","False","-332.1","below","88.61","23.11","97.97","50.5","51","93.3","78.94","True","1790204952.3807","1790204960.701","10.365","8.198","8.3234","0.1254","420102505011.1456","byte/s","True","15","19","0x0000000000000400"
