target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1230.0,8333.263090183738,63.23,13801.0,1790204156.0004,1790204172.0651,0.72,1455.0,32,-420
1395,1387.0,9444.498384697707,75.82,13801.0,1790204182.5214,1790204196.6801,0.755,1612.0,28,-420
1545,1537.0,10482.444048948331,88.89,13801.0,1790204207.413,1790204220.2348,0.795,1785.0,26,-420
1702,1695.0,11596.607267376809,104.23,13801.0,1790204230.609,1790204242.1312,0.84,1942.0,23,-420
1852,1845.0,12470.156773377881,112.79,13801.0,1790204252.771,1790204263.4773,0.84,1942.0,21,-420
2010,2002.0,13762.362861229434,130.26,13801.0,1790204273.8905,1790204283.641,0.885,2085.0,20,-420
2167,2160.0,14845.43647604128,158.16,13801.0,1790204293.8801,1790204302.9231,0.94,2242.0,18,-420
2317,2239.9,15365.91295565437,176.77,13801.0,1790204313.2906,1790204322.0192,0.965,2317.0,17,-420
2475,2243.2,15358.456618896902,176.8,13801.0,1790204332.2473,1790204340.9716,0.965,2317.0,18,-420
2625,2243.2,15338.93815970976,172.0,13801.0,1790204351.2025,1790204359.9359,0.965,2317.0,17,-420
2782,2239.0,15330.509144254707,170.86,13801.0,1790204370.135,1790204378.8796,0.965,2317.0,18,-420
2932,2239.9,15327.276625475059,172.84,13801.0,1790204389.086,1790204397.8209,0.965,2317.0,18,-420
3090,2238.7,15324.087828404021,171.87,13801.0,1790204408.0701,1790204416.8214,0.965,2310.0,17,-420
