"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","13801","13801","13801","True","-1.2","none","60.75","29.4","63.39","45.8","46","98.8","54.89","True","1790207602.7794","1790207618.7394","18.596","15.7316","15.9613","0.2297","8387011557212.0205","FLOP/s","True","29","34","0x0000000000000400"
"1395","1387","1387","1387","13801","13801","13801","True","-8","none","67.02","24.02","69.83","46.6","47","99.6","59.86","True","1790207629.3515","1790207643.5033","16.828","13.9035","14.1511","0.2476","9489786617861.932","FLOP/s","True","26","31","0x0000000000000400"
"1545","1537","1537","1537","13801","13801","13801","True","-8","none","73.23","37.08","76.85","47.2","48","99.3","64.63","True","1790207654.1447","1790207666.9257","15.25","12.5514","12.7741","0.2227","10512079229135.35","FLOP/s","True","23","28","0x0000000000000004;0x0000000000000400"
"1702","1695","1695","1695","13801","13801","13801","True","-7","none","86.59","57.94","89.33","48.7","50","98.2","75.46","True","1790207677.3976","1790207688.9102","14.204","11.3531","11.5127","0.1596","11621613235602.223","FLOP/s","True","21","26","0x0000000000000400"
"1852","1845","1845","1845","13801","13801","13801","True","-7","none","100.12","44.51","105.63","51.2","52","97.9","86.01","True","1790207699.607","1790207710.163","13.047","10.4236","10.556","0.1324","12657898547153.78","FLOP/s","True","19","24","0x0000000000000400"
"2010","2002","2002","2002","13801","13801","13801","True","-8","none","118.88","41.51","125.42","54","55","97.2","100.29","True","1790207720.6689","1790207730.3939","11.999","9.5915","9.7251","0.1336","13756127984011.871","FLOP/s","True","18","22","0x0000000000000400"
"2167","2160","2160","2160","13801","13801","13801","True","-7","none","129.81","100.54","134.54","55.6","57","96.1","108.43","True","1790207740.6713","1790207749.8109","11.405","8.9786","9.143","0.1644","14695162342592.502","FLOP/s","True","17","21","0x0000000000000004;0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","143.85","50.15","156","59.3","61","100","118.8","True","1790207760.0783","1790207768.5144","10.889","8.295","8.4407","0.1457","15906095203666.52","FLOP/s","True","15","20","0x0000000000000400"
"2475","2442.6","2430","2467","13801","13801","13801","False","-32.4","below","168.92","70.81","182.95","63.2","65","97.8","138.25","True","1790207778.9897","1790207786.9527","10.342","7.8594","7.9643","0.105","16787814264094.723","FLOP/s","True","14","19","0x0000000000000004;0x0000000000000400"
"2625","2445.9","2422","2557","13801","13801","13801","False","-179.1","below","171.44","80.51","180.23","63.9","66","98.7","139.71","True","1790207797.4419","1790207805.4164","10.36","7.8718","7.9749","0.1031","16761178225583.04","FLOP/s","True","14","19","0x0000000000000004;0x0000000000000400"
"2782","2434.1","2422","2460","13801","13801","13801","False","-347.9","below","174.37","111.36","180.09","64.2","66","98.2","142.68","True","1790207815.7848","1790207823.7523","10.326","7.8758","7.9627","0.0868","16752693176852.588","FLOP/s","True","14","19","0x0000000000000004;0x0000000000000400"
"2932","2433","2422","2490","13801","13801","13801","False","-499","below","175.79","134.5","182.55","63.7","66","96.5","144.47","True","1790207834.1573","1790207842.1375","10.311","7.8754","7.9841","0.1088","16753670211505.645","FLOP/s","True","14","19","0x0000000000000400;0x0000000000000004"
"3090","2439.5","2422","2535","13801","13801","13801","False","-650.5","below","169.97","72.53","180.7","64.3","66","98.4","139.39","True","1790207852.5349","1790207860.5152","10.347","7.8788","7.982","0.1032","16746346184689.457","FLOP/s","True","14","19","0x0000000000000400"
